,level_0,index,RedFighter,BlueFighter,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Finish,TotalFightTimeSecs,index_Red,strike_accuracy_Red,takedown_accuracy_Red,connected_strikes_per_minute_Red,absorved_strikes_per_minute_Red,strikes_defense_Red,takedown_defense_Red,takedown_avg_Red,submission_avg_Red,knockdown_avg_Red,avg_fight_time_Red,weight_Red,height_Red,reach_Red,age_Red,Wins_Red,Losses_Red,win_by_ko_tko_win_Red,win_by_ko_tko_win_percent_Red,win_by_dec_win_Red,win_by_dec_win_percent_Red,win_by_sub_win_Red,win_by_sub_win_percent_Red,index_Blue,strike_accuracy_Blue,takedown_accuracy_Blue,connected_strikes_per_minute_Blue,absorved_strikes_per_minute_Blue,strikes_defense_Blue,takedown_defense_Blue,takedown_avg_Blue,submission_avg_Blue,knockdown_avg_Blue,avg_fight_time_Blue,weight_Blue,height_Blue,reach_Blue,age_Blue,Wins_Blue,Losses_Blue,win_by_ko_tko_win_Blue,win_by_ko_tko_win_percent_Blue,win_by_dec_win_Blue,win_by_dec_win_percent_Blue,win_by_sub_win_Blue,win_by_sub_win_percent_Blue
800,800,3291,elizeu zaleski dos santos,sean strickland,Red,False,Welterweight,1,3,0,1,0,55.625,0.366,0.5,1.375,0.479,3,2,22,0,0,2,2,1,1,0,6,1.0,185.42,193.04,170,0,4,0,66.0,0.408,0.6,0.4,0.228,4,1,15,0,0,1,2,1,0,0,4,1.0,180.34,185.42,170,31,27,KO/TKO,220.0,229.0,0.42,0.21,4.33,3.41,0.57,0.69,0.7,0.47,0.16,11.98,171.0,71.0,73.0,38.0,25.0,-8.0,15.0,0.6,7.0,0.28,3.0,0.12,842.0,0.43,0.64,5.95,4.57,0.61,0.76,0.73,0.16,0.24,16.05,185.0,73.0,76.0,33.0,29.0,-7.0,11.0,0.38,14.0,0.48,4.0,0.14
801,801,3296,edson barboza,kevin lee,Blue,False,Lightweight,1,5,1,0,0,36.9167,0.448,0.9167,2.3333,0.444,5,3,26,1,0,1,3,1,4,0,9,1.0,175.26,195.58,170,1,0,0,40.6667,0.441,0.0556,0.3889,0.203,4,5,43,0,1,1,5,6,0,0,13,1.0,180.34,190.5,155,32,25,KO/TKO,1338.0,64.0,0.44,0.5,4.11,4.65,0.56,0.73,0.45,0.08,0.66,12.2,145.5,71.0,75.0,39.0,24.0,-12.0,14.0,0.61,8.0,0.35,1.0,0.04,475.0,0.42,0.43,3.88,3.6,0.5,0.75,3.18,0.76,0.07,11.43,191.0,70.0,77.0,30.0,18.0,-8.0,3.0,0.16,8.0,0.42,8.0,0.42
802,802,3297,frankie edgar,cub swanson,Red,False,Featherweight,1,3,1,0,0,65.6429,0.495,0.1429,0.7857,0.433,6,4,42,0,0,0,6,4,0,0,10,1.0,172.72,177.8,145,1,0,0,61.087,0.429,0.4348,2.913,0.305,5,7,80,8,0,0,9,4,2,1,16,1.0,167.64,172.72,145,36,34,U-DEC,900.0,247.0,0.4,0.31,3.77,2.82,0.66,0.66,2.29,0.31,0.09,15.9,135.6,66.0,68.0,41.0,23.0,-11.0,6.0,0.26,13.0,0.57,4.0,0.17,848.0,0.51,0.5,4.79,4.0,0.59,0.64,1.01,0.39,0.39,11.68,146.0,68.0,70.0,41.0,30.0,-14.0,14.0,0.47,12.0,0.4,4.0,0.13
803,803,3307,dustin poirier,justin gaethje,Red,False,Lightweight,1,5,1,0,0,113.0,0.55,0.0,0.0,0.0,1,1,5,0,0,0,0,1,0,0,1,1.0,180.34,177.8,155,0,1,0,45.8947,0.501,0.5789,1.2632,0.281,4,5,39,0,1,0,4,6,3,0,14,0.0,175.26,182.88,155,29,29,KO/TKO,933.0,693.0,0.51,0.36,5.3,4.33,0.53,0.64,1.24,1.28,0.62,10.28,155.0,69.0,72.0,36.0,30.0,-9.0,16.0,0.53,7.0,0.23,7.0,0.23,301.0,0.59,0.25,6.78,7.46,0.52,0.75,0.11,0.0,0.63,10.93,156.0,71.0,70.0,36.0,26.0,-5.0,20.0,0.8,4.0,0.16,1.0,0.04
804,804,3321,khabib nurmagomedov,al iaquinta,Red,True,Lightweight,1,5,0,5,0,48.5,0.457,0.3,0.8,0.258,5,2,23,1,0,1,3,4,0,0,8,1.0,177.8,177.8,155,0,9,0,50.3333,0.512,0.4444,4.7778,0.371,9,0,24,0,0,0,5,2,2,0,9,1.0,177.8,177.8,155,29,30,U-DEC,1500.0,621.0,0.49,0.48,4.1,1.75,0.65,0.85,5.32,0.79,0.17,13.22,155.0,70.0,70.0,34.0,29.0,0.0,8.0,0.28,10.0,0.34,11.0,0.38,391.0,0.41,0.19,4.06,4.53,0.61,0.74,0.63,0.24,0.55,12.7,155.8,70.0,70.0,36.0,14.0,-7.0,7.0,0.5,6.0,0.43,1.0,0.07
805,805,3323,renato moicano,calvin kattar,Red,False,Featherweight,1,3,0,2,0,80.0,0.445,0.0,1.0,0.33,2,0,6,0,0,0,1,1,0,0,2,1.0,180.34,182.88,145,1,0,0,67.75,0.45,0.25,1.25,0.475,3,1,11,0,0,2,0,0,1,0,3,1.0,180.34,182.88,145,28,30,U-DEC,900.0,563.0,0.49,0.44,4.36,3.55,0.61,0.71,1.82,0.55,0.09,9.15,155.0,71.0,72.0,35.0,20.0,-6.0,2.0,0.1,8.0,0.4,10.0,0.5,430.0,0.39,0.29,4.6,6.62,0.54,0.77,0.36,0.07,0.36,14.77,146.0,71.0,72.0,36.0,23.0,-9.0,11.0,0.48,10.0,0.43,2.0,0.09
806,806,3325,joe lauzon,chris gruetzemacher,Blue,False,Lightweight,1,3,2,0,0,59.0,0.56,0.0,0.0,0.0,1,2,8,0,0,0,1,0,0,0,1,1.0,172.72,172.72,155,2,0,0,21.28,0.424,1.16,1.32,0.398,3,11,50,0,0,1,1,4,7,1,14,1.0,177.8,180.34,155,33,31,KO/TKO,600.0,468.0,0.4,0.45,2.84,5.39,0.55,0.55,2.39,2.04,0.21,7.88,154.8,70.0,71.5,39.0,28.0,-16.0,9.0,0.32,2.0,0.07,17.0,0.61,340.0,0.57,0.5,6.18,4.96,0.53,0.66,0.21,0.0,0.0,9.75,156.0,68.0,68.0,37.0,15.0,-5.0,7.0,0.47,5.0,0.33,3.0,0.2
807,807,3358,maryna moroz,angela hill,Blue,False,Women's Strawweight,0,3,1,0,0,64.8333,0.492,0.0,0.1667,0.167,1,4,16,0,0,0,2,0,0,0,2,1.0,160.02,162.56,115,0,2,0,29.75,0.295,0.5,0.25,0.083,2,1,10,0,0,1,1,0,1,0,3,1.0,170.18,170.18,125,26,33,U-DEC,900.0,574.0,0.34,0.24,4.42,4.89,0.52,0.43,0.7,0.6,0.0,12.5,135.0,67.0,67.0,32.0,11.0,-6.0,1.0,0.09,4.0,0.36,6.0,0.55,375.0,0.5,0.33,5.47,4.92,0.61,0.75,0.81,0.12,0.12,14.37,115.5,63.0,64.5,40.0,18.0,-14.0,5.0,0.28,12.0,0.67,1.0,0.06
808,808,3365,derrick lewis,marcin tybura,Red,False,Heavyweight,1,3,1,0,0,58.2,0.5,0.0,1.0,0.498,3,2,16,0,0,0,1,2,0,0,3,1.0,190.5,198.12,249,1,0,0,27.1667,0.558,0.0,0.3333,0.236,6,3,25,0,0,1,0,8,0,0,9,1.0,190.5,200.66,260,33,32,KO/TKO,768.0,482.0,0.51,0.26,2.48,2.48,0.41,0.53,0.57,0.0,0.57,9.15,266.0,75.0,79.0,40.0,28.0,-12.0,23.0,0.82,4.0,0.14,1.0,0.04,888.0,0.49,0.33,3.57,3.26,0.55,0.77,1.42,0.13,0.06,11.07,251.0,75.0,78.0,39.0,26.0,-9.0,10.0,0.38,9.0,0.35,7.0,0.27
809,809,3370,jared gordon,diego ferreira,Blue,False,Lightweight,1,3,0,1,0,27.6,0.412,0.6,0.2,0.2,2,2,10,0,0,0,1,1,1,0,3,1.0,175.26,187.96,155,0,2,0,84.0,0.515,0.0,3.0,0.47,2,0,5,0,0,0,1,1,0,0,2,1.0,175.26,172.72,155,29,33,KO/TKO,118.0,327.0,0.56,0.32,5.75,3.97,0.57,0.63,1.78,0.0,0.09,11.27,173.5,69.0,68.0,36.0,20.0,-7.0,7.0,0.35,11.0,0.55,2.0,0.1,280.0,0.41,0.3,4.82,3.46,0.56,0.58,0.86,0.58,0.29,9.77,156.0,69.0,74.0,40.0,19.0,-6.0,5.0,0.26,7.0,0.37,7.0,0.37
810,810,3408,vinc pichel,joaquim silva,Red,False,Lightweight,1,3,0,3,0,31.6667,0.443,0.3333,0.0,0.0,3,0,7,0,0,2,0,1,0,0,3,1.0,172.72,175.26,155,0,3,0,30.0,0.385,0.25,4.0,0.345,3,1,8,0,0,0,2,1,0,0,3,1.0,177.8,182.88,155,35,28,U-DEC,900.0,685.0,0.47,0.54,3.62,3.05,0.56,0.25,2.78,0.22,0.11,12.27,166.6,70.0,72.0,41.0,14.0,-4.0,8.0,0.57,6.0,0.43,0.0,0.0,800.0,0.43,0.5,3.66,4.53,0.53,0.69,0.39,0.78,0.39,10.55,168.0,68.0,69.0,35.0,13.0,-6.0,7.0,0.58,2.0,0.17,3.0,0.25
811,811,3412,daniel cormier,volkan oezdemir,Red,True,Light Heavyweight,1,5,0,3,0,33.0,0.597,0.0,0.0,0.0,3,0,5,0,0,1,0,2,0,0,3,1.0,187.96,190.5,205,1,0,0,54.9,0.54,0.6,1.5,0.379,4,2,31,5,0,1,3,1,3,0,8,1.0,180.34,182.88,235,38,28,KO/TKO,420.0,170.0,0.53,0.45,4.25,2.92,0.55,0.8,1.83,0.42,0.26,12.45,236.0,71.0,72.5,44.0,22.0,-3.0,10.0,0.45,7.0,0.32,5.0,0.23,630.0,0.49,0.29,4.95,4.22,0.55,0.8,0.5,0.1,0.6,9.95,206.0,74.0,75.0,35.0,20.0,-8.0,13.0,0.65,5.0,0.25,2.0,0.1
812,812,3425,darren elkins,michael johnson,Red,False,Featherweight,1,3,2,0,0,45.5294,0.346,0.0588,0.4706,0.328,4,8,42,1,0,0,5,4,0,0,9,0.0,177.8,185.42,145,0,5,0,37.0,0.331,1.1765,2.1765,0.349,5,4,43,0,0,2,8,3,0,0,13,1.0,177.8,180.34,145,33,31,SUB,442.0,254.0,0.38,0.35,3.4,3.22,0.52,0.56,2.86,1.08,0.09,11.93,144.5,70.0,71.0,40.0,29.0,-11.0,9.0,0.31,15.0,0.52,5.0,0.17,408.0,0.4,0.4,4.23,3.8,0.58,0.81,0.61,0.04,0.52,11.5,156.0,70.0,73.5,38.0,24.0,-19.0,10.0,0.42,12.0,0.5,2.0,0.08
813,813,3434,khabib nurmagomedov,edson barboza,Red,False,Lightweight,1,3,0,3,0,41.5882,0.448,0.0588,0.4118,0.215,4,4,40,0,1,1,5,6,0,0,13,1.0,180.34,190.5,155,0,8,0,45.5,0.514,0.5,4.875,0.38,8,0,21,0,0,0,4,2,2,0,8,1.0,177.8,177.8,155,29,31,U-DEC,900.0,621.0,0.49,0.48,4.1,1.75,0.65,0.85,5.32,0.79,0.17,13.22,155.0,70.0,70.0,34.0,29.0,0.0,8.0,0.28,10.0,0.34,11.0,0.38,64.0,0.44,0.5,4.11,4.65,0.56,0.73,0.45,0.08,0.66,12.2,145.5,71.0,75.0,39.0,24.0,-12.0,14.0,0.61,8.0,0.35,1.0,0.04
814,814,3437,carlos condit,neil magny,Blue,False,Welterweight,1,3,1,0,0,46.1765,0.433,0.2941,2.0588,0.45,7,5,44,0,0,1,6,4,1,0,12,1.0,190.5,203.2,170,2,0,0,58.6154,0.362,0.6923,0.4615,0.147,5,6,38,3,0,1,1,4,0,1,7,1.0,187.96,190.5,170,33,30,U-DEC,900.0,166.0,0.39,0.46,3.66,2.67,0.55,0.39,0.59,0.99,0.39,12.17,171.0,74.0,75.5,39.0,32.0,-14.0,15.0,0.47,4.0,0.13,13.0,0.41,507.0,0.46,0.39,3.43,2.48,0.52,0.54,2.12,0.25,0.07,12.27,171.0,75.0,80.0,37.0,29.0,-14.0,8.0,0.28,17.0,0.59,4.0,0.14
815,815,3441,robbie lawler,rafael dos anjos,Blue,False,Welterweight,1,5,0,2,0,39.4348,0.44,0.6087,1.7391,0.301,5,7,59,3,0,0,9,4,3,0,16,0.0,172.72,177.8,170,0,1,0,49.8889,0.461,0.0,0.8889,0.361,5,5,52,5,0,3,4,6,0,0,13,0.0,180.34,187.96,170,35,33,U-DEC,1500.0,470.0,0.47,0.64,3.85,4.67,0.59,0.65,0.65,0.0,0.61,11.27,170.5,71.0,74.0,41.0,30.0,-16.0,22.0,0.73,7.0,0.23,1.0,0.03,228.0,0.47,0.36,3.48,3.23,0.6,0.55,1.95,0.57,0.2,14.53,171.0,68.0,70.0,40.0,32.0,-17.0,5.0,0.16,16.0,0.5,11.0,0.34
816,816,3442,ricardo lamas,josh emmett,Blue,False,Featherweight,1,3,0,1,0,62.25,0.37,0.25,2.25,0.29,2,1,12,0,0,1,2,0,0,0,3,1.0,167.64,177.8,145,0,2,0,30.25,0.468,0.6667,1.0833,0.327,4,3,27,1,0,0,3,3,3,0,9,1.0,172.72,180.34,145,35,32,KO/TKO,273.0,464.0,0.47,0.34,3.13,2.87,0.58,0.47,1.84,0.95,0.19,10.28,145.0,68.0,71.0,41.0,20.0,-8.0,6.0,0.32,8.0,0.42,5.0,0.26,262.0,0.36,0.38,4.04,4.61,0.61,0.47,0.91,0.08,0.99,12.93,146.0,66.5,70.0,39.0,19.0,-4.0,7.0,0.37,10.0,0.53,2.0,0.11
817,817,3454,marlon moraes,aljamain sterling,Red,False,Bantamweight,1,3,0,2,0,50.125,0.499,0.875,2.0,0.558,4,2,23,0,0,0,3,1,2,0,6,1.0,170.18,180.34,135,0,1,0,44.5,0.315,0.5,0.5,0.25,1,1,6,0,0,1,0,0,0,0,1,1.0,167.64,170.18,135,29,28,KO/TKO,67.0,568.0,0.41,0.42,3.37,4.53,0.54,0.46,0.87,0.35,0.87,7.83,136.0,66.0,67.0,35.0,23.0,-10.0,10.0,0.43,7.0,0.3,6.0,0.26,836.0,0.52,0.3,4.41,2.21,0.59,0.43,2.51,0.69,0.0,13.37,145.5,67.0,71.0,35.0,24.0,-5.0,3.0,0.13,13.0,0.54,8.0,0.33
818,818,3470,charles oliveira,paul felder,Blue,False,Lightweight,1,3,0,2,0,39.6667,0.44,0.3333,0.3333,0.167,2,3,22,0,0,1,1,3,1,0,6,1.0,180.34,177.8,155,0,1,0,22.0556,0.514,1.2778,1.3333,0.435,4,8,34,0,0,0,1,0,9,0,10,1.0,177.8,187.96,155,28,33,KO/TKO,546.0,637.0,0.55,0.4,3.4,3.21,0.49,0.56,2.25,2.66,0.46,7.63,155.6,70.0,74.0,35.0,35.0,-10.0,10.0,0.29,4.0,0.11,21.0,0.6,276.0,0.45,0.29,3.7,3.44,0.49,0.65,0.29,0.22,0.22,13.75,155.8,71.0,70.5,39.0,17.0,-6.0,10.0,0.59,6.0,0.35,1.0,0.06
819,819,3472,david teymur,drakkar klose,Red,False,Lightweight,1,3,0,1,0,68.0,0.61,0.0,2.0,1.0,1,0,3,0,0,0,1,0,0,0,1,1.0,175.26,177.8,155,0,3,0,51.3333,0.497,0.0,1.0,0.427,3,0,7,0,0,0,1,2,0,0,3,0.0,175.26,185.42,155,28,29,U-DEC,900.0,867.0,0.43,0.33,4.69,3.53,0.55,0.78,0.94,0.0,0.71,10.63,156.0,69.0,73.0,34.0,8.0,-2.0,4.0,0.5,4.0,0.5,0.0,0.0,446.0,0.55,0.28,4.33,3.54,0.5,0.69,1.65,0.0,0.22,11.33,156.0,69.0,70.0,36.0,15.0,-3.0,6.0,0.4,9.0,0.6,0.0,0.0
820,820,3502,tim means,belal muhammad,Blue,False,Welterweight,1,3,0,2,0,52.4,0.396,0.0,2.2,0.346,2,2,13,0,0,0,2,1,0,0,3,1.0,180.34,182.88,170,0,1,0,42.2,0.503,0.1333,0.5333,0.233,4,6,34,0,0,1,3,4,1,0,9,1.0,187.96,190.5,170,33,29,S-DEC,900.0,544.0,0.49,0.4,5.04,3.65,0.6,0.65,1.14,0.16,0.57,9.63,171.0,74.0,75.0,40.0,33.0,-17.0,20.0,0.61,8.0,0.24,5.0,0.15,578.0,0.44,0.39,4.39,3.48,0.57,0.89,2.28,0.16,0.0,14.88,169.0,71.0,72.0,36.0,24.0,-3.0,5.0,0.21,18.0,0.75,1.0,0.04
821,821,3523,court mcgee,sean strickland,Blue,False,Welterweight,1,3,1,0,0,52.4286,0.376,0.4286,1.1429,0.404,3,2,19,0,0,2,1,1,1,0,5,1.0,185.42,193.04,170,1,0,0,65.0,0.368,0.5,1.9167,0.284,3,5,33,1,0,1,4,0,2,0,7,1.0,180.34,190.5,170,32,26,U-DEC,900.0,539.0,0.37,0.26,4.6,3.59,0.61,0.7,1.87,0.47,0.16,12.53,170.0,71.0,75.5,40.0,23.0,-13.0,5.0,0.22,11.0,0.48,7.0,0.3,842.0,0.43,0.64,5.95,4.57,0.61,0.76,0.73,0.16,0.24,16.05,185.0,73.0,76.0,33.0,29.0,-7.0,11.0,0.38,14.0,0.48,4.0,0.14
822,822,3526,michael bisping,georges st-pierre,Blue,True,Middleweight,1,5,0,12,0,59.7143,0.56,1.0952,4.1429,0.729,12,2,68,14,0,2,10,5,2,0,19,1.0,180.34,193.04,185,0,5,0,56.7778,0.388,0.1852,0.963,0.247,5,7,75,3,0,2,8,10,0,0,20,1.0,185.42,190.5,185,38,36,SUB,863.0,87.0,0.38,0.43,4.33,2.71,0.65,0.63,1.05,0.32,0.4,11.62,186.0,73.0,75.5,44.0,31.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,832.0,0.54,0.74,3.78,1.4,0.73,0.84,4.16,1.1,0.37,13.15,184.4,70.5,76.0,42.0,26.0,-2.0,8.0,0.31,12.0,0.46,6.0,0.23
823,823,3527,cody garbrandt,tj dillashaw,Blue,True,Bantamweight,1,5,0,2,0,72.2308,0.406,0.9231,1.6154,0.368,4,3,39,5,0,0,4,5,1,0,10,1.0,167.64,170.18,125,0,6,0,37.5,0.372,0.0,0.8333,0.18,6,0,14,1,0,0,2,4,0,0,6,1.0,172.72,165.1,135,26,31,KO/TKO,461.0,308.0,0.41,0.34,2.98,3.76,0.6,0.8,1.03,0.0,1.13,9.7,135.0,68.0,65.5,33.0,14.0,-6.0,11.0,0.79,3.0,0.21,0.0,0.0,220.0,0.41,0.31,5.09,3.47,0.62,0.78,1.56,0.82,0.61,12.27,135.0,66.5,67.0,37.0,18.0,-5.0,8.0,0.44,7.0,0.39,3.0,0.17
824,824,3529,stephen thompson,jorge masvidal,Red,False,Welterweight,1,3,1,0,0,55.3571,0.52,0.5,1.0714,0.354,3,5,38,0,0,0,5,3,1,0,9,1.0,180.34,187.96,170,2,0,0,48.0909,0.473,0.0,0.4545,0.166,7,3,30,2,0,0,3,5,0,0,8,1.0,182.88,190.5,170,34,32,U-DEC,900.0,870.0,0.46,0.42,4.11,3.02,0.55,0.63,0.25,0.0,0.49,14.5,171.0,72.0,75.0,42.0,17.0,-8.0,8.0,0.47,8.0,0.47,1.0,0.06,530.0,0.48,0.59,4.05,3.05,0.64,0.73,1.38,0.32,0.43,13.58,171.0,71.0,74.0,38.0,35.0,-17.0,16.0,0.46,17.0,0.49,2.0,0.06
825,825,3536,aiemann zahabi,ricardo ramos,Blue,False,Bantamweight,1,3,0,1,0,45.0,0.51,1.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,1.0,175.26,182.88,135,0,1,0,44.0,0.39,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,1.0,172.72,172.72,135,29,22,KO/TKO,718.0,952.0,0.46,0.14,4.06,4.06,0.71,0.83,0.16,0.0,0.49,11.38,135.5,68.0,68.5,37.0,12.0,-2.0,6.0,0.5,4.0,0.33,2.0,0.17,717.0,0.36,0.61,3.03,3.85,0.56,0.73,2.77,0.75,0.38,9.18,145.5,69.0,72.0,29.0,17.0,-6.0,4.0,0.24,6.0,0.35,7.0,0.41
826,826,3539,pedro munhoz,rob font,Red,False,Bantamweight,1,3,0,2,0,40.0,0.52,0.8,0.8,0.34,2,1,9,0,0,0,0,3,1,0,4,1.0,172.72,180.34,135,0,3,0,33.1429,0.511,0.8571,0.8571,0.257,3,3,14,0,0,0,1,1,2,0,4,1.0,167.64,165.1,135,31,30,SUB,243.0,581.0,0.42,0.16,5.38,6.29,0.56,0.82,0.48,0.48,0.42,11.47,135.0,66.0,64.5,38.0,20.0,-10.0,5.0,0.26,6.0,0.32,8.0,0.42,294.0,0.46,0.34,5.44,3.58,0.57,0.44,0.84,0.32,0.45,12.95,145.0,68.0,71.5,37.0,21.0,-8.0,9.0,0.43,8.0,0.38,4.0,0.19
827,827,3543,vicente luque,niko price,Red,False,Welterweight,1,3,0,1,0,13.0,0.36,0.6667,0.3333,0.083,1,1,4,0,0,0,0,1,1,0,2,1.0,182.88,193.04,170,1,0,0,18.1667,0.478,0.5,1.0,0.18,4,2,11,0,0,0,0,2,2,0,4,1.0,180.34,190.5,170,25,28,SUB,548.0,501.0,0.52,0.54,5.05,5.22,0.53,0.63,0.99,0.71,0.71,9.62,170.5,71.0,75.5,33.0,23.0,-10.0,11.0,0.48,3.0,0.13,9.0,0.39,702.0,0.43,0.3,5.21,5.58,0.49,0.53,1.04,0.66,0.47,8.8,170.5,72.0,76.0,35.0,16.0,-8.0,10.0,0.63,3.0,0.19,3.0,0.19
828,828,3546,elizeu zaleski dos santos,max griffin,Red,False,Welterweight,1,3,0,1,0,14.0,0.435,0.5,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,1.0,180.34,193.04,170,0,3,0,61.5,0.393,0.75,0.5,0.285,3,1,12,0,0,1,1,1,0,0,3,1.0,180.34,185.42,170,30,31,U-DEC,900.0,229.0,0.42,0.21,4.33,3.41,0.57,0.69,0.7,0.47,0.16,11.98,171.0,71.0,73.0,38.0,25.0,-8.0,15.0,0.6,7.0,0.28,3.0,0.12,337.0,0.49,0.41,3.75,3.66,0.58,0.7,1.37,0.27,0.55,12.92,170.0,71.0,76.0,39.0,20.0,-11.0,9.0,0.47,8.0,0.42,2.0,0.11
829,829,3564,tom duquesnoy,cody stamann,Blue,False,Bantamweight,1,3,0,1,0,94.0,0.58,0.0,8.0,0.66,1,0,3,0,0,0,1,0,0,0,1,1.0,167.64,162.56,135,0,1,0,36.0,0.73,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,1.0,170.18,172.72,135,24,27,S-DEC,900.0,242.0,0.45,0.25,3.83,5.3,0.63,0.47,0.42,0.0,0.85,11.82,135.0,67.0,68.0,29.0,15.0,-2.0,8.0,0.53,3.0,0.2,4.0,0.27,833.0,0.47,0.37,4.32,3.91,0.6,0.76,2.17,0.0,0.17,11.98,135.5,66.5,64.5,35.0,21.0,-8.0,7.0,0.33,12.0,0.57,2.0,0.1
830,830,3589,amanda nunes,valentina shevchenko,Red,True,Women's Bantamweight,0,5,0,2,0,40.0,0.59,0.25,2.5,0.715,2,1,13,0,0,1,1,0,1,0,3,0.0,165.1,167.64,125,0,5,0,24.25,0.588,0.5,0.75,0.228,5,1,12,2,0,0,1,4,2,0,7,1.0,172.72,175.26,145,29,29,S-DEC,1500.0,617.0,0.52,0.55,4.55,2.62,0.58,0.82,2.73,0.7,0.63,10.73,135.0,68.0,69.0,35.0,23.0,-5.0,13.0,0.25,36.0,0.68,4.0,0.08,795.0,0.53,0.64,3.16,2.0,0.64,0.71,2.74,0.34,0.05,18.37,125.0,65.0,67.0,36.0,24.0,-4.0,8.0,0.33,9.0,0.38,7.0,0.29
831,831,3590,neil magny,rafael dos anjos,Blue,False,Welterweight,1,3,0,1,0,40.6364,0.423,0.5909,1.8182,0.315,5,7,58,3,0,0,9,4,2,0,15,0.0,172.72,177.8,170,0,1,0,49.0,0.448,0.3125,2.1875,0.478,7,4,43,0,0,1,6,4,1,0,12,1.0,190.5,203.2,170,30,32,SUB,223.0,507.0,0.46,0.39,3.43,2.48,0.52,0.54,2.12,0.25,0.07,12.27,171.0,75.0,80.0,37.0,29.0,-14.0,8.0,0.28,17.0,0.59,4.0,0.14,228.0,0.47,0.36,3.48,3.23,0.6,0.55,1.95,0.57,0.2,14.53,171.0,68.0,70.0,40.0,32.0,-17.0,5.0,0.16,16.0,0.5,11.0,0.34
832,832,3600,alexander volkov,stefan struve,Red,False,Heavyweight,1,5,0,2,0,22.9444,0.463,1.1111,0.3333,0.25,4,6,32,0,1,0,1,5,5,0,12,1.0,210.82,213.36,265,0,2,0,83.5,0.6,0.0,0.5,0.25,2,0,6,0,0,1,1,0,0,0,2,1.0,200.66,203.2,250,28,29,KO/TKO,810.0,919.0,0.57,0.67,4.97,2.99,0.54,0.72,0.61,0.24,0.24,12.95,254.5,79.0,80.0,36.0,38.0,-11.0,24.0,0.63,10.0,0.26,4.0,0.11,843.0,0.47,0.47,3.12,4.04,0.47,0.56,0.56,1.68,0.24,7.82,265.0,84.0,84.5,35.0,33.0,-13.0,8.0,0.24,7.0,0.21,18.0,0.55
833,833,3603,leon edwards,bryan barberena,Red,False,Welterweight,1,3,0,1,0,62.0,0.5,0.1667,0.3333,0.222,2,2,15,0,0,0,1,2,1,0,4,0.0,182.88,182.88,170,0,3,0,27.2857,0.557,0.2857,1.1429,0.173,3,2,19,0,0,0,3,1,1,0,5,0.0,182.88,187.96,170,26,28,U-DEC,900.0,248.0,0.54,0.37,2.68,2.37,0.54,0.66,1.25,0.38,0.24,17.37,170.0,72.0,74.0,33.0,22.0,-4.0,7.0,0.32,12.0,0.55,3.0,0.14,62.0,0.48,0.22,5.35,4.59,0.44,0.5,0.13,0.27,0.4,11.72,198.0,72.0,72.5,34.0,18.0,-12.0,11.0,0.61,5.0,0.28,2.0,0.11
834,834,3614,alan jouban,niko price,Blue,False,Welterweight,1,3,1,0,0,14.5,0.28,1.0,0.5,0.125,1,1,3,0,0,0,0,0,1,0,1,1.0,182.88,193.04,170,1,0,0,43.1111,0.541,0.0,0.3333,0.156,3,3,18,0,0,0,3,3,0,0,6,0.0,182.88,185.42,170,35,27,KO/TKO,104.0,414.0,0.5,0.44,5.67,3.77,0.6,0.59,0.51,0.26,1.15,9.0,170.5,72.0,73.5,41.0,17.0,-7.0,11.0,0.69,4.0,0.25,1.0,0.06,702.0,0.43,0.3,5.21,5.58,0.49,0.53,1.04,0.66,0.47,8.8,170.5,72.0,76.0,35.0,16.0,-8.0,10.0,0.63,3.0,0.19,3.0,0.19
