,level_0,index,RedFighter,BlueFighter,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Finish,TotalFightTimeSecs,index_Red,strike_accuracy_Red,takedown_accuracy_Red,connected_strikes_per_minute_Red,absorved_strikes_per_minute_Red,strikes_defense_Red,takedown_defense_Red,takedown_avg_Red,submission_avg_Red,knockdown_avg_Red,avg_fight_time_Red,weight_Red,height_Red,reach_Red,age_Red,Wins_Red,Losses_Red,win_by_ko_tko_win_Red,win_by_ko_tko_win_percent_Red,win_by_dec_win_Red,win_by_dec_win_percent_Red,win_by_sub_win_Red,win_by_sub_win_percent_Red,index_Blue,strike_accuracy_Blue,takedown_accuracy_Blue,connected_strikes_per_minute_Blue,absorved_strikes_per_minute_Blue,strikes_defense_Blue,takedown_defense_Blue,takedown_avg_Blue,submission_avg_Blue,knockdown_avg_Blue,avg_fight_time_Blue,weight_Blue,height_Blue,reach_Blue,age_Blue,Wins_Blue,Losses_Blue,win_by_ko_tko_win_Blue,win_by_ko_tko_win_percent_Blue,win_by_dec_win_Blue,win_by_dec_win_percent_Blue,win_by_sub_win_Blue,win_by_sub_win_percent_Blue
10,10,16,song kenan,muslim salikhov,Blue,False,Welterweight,1,3,0,1,0,3.38,0.49,0.0,1.08,0.32,5,4,26,0,0,2,2,3,0,0,7,1.0,180.34,177.8,170,0,1,0,4.49,0.46,0.0,0.42,0.3,2,4,23,0,0,0,3,3,0,0,6,1.0,182.88,180.34,170,34,40,KO/TKO,229.0,433.0,0.47,0.3,4.49,5.82,0.51,0.74,0.42,0.0,0.7,9.8,170.0,72.0,71.5,34.0,22.0,-9.0,9.0,0.41,4.0,0.18,9.0,0.41,772.0,0.5,0.32,3.38,2.9,0.63,0.72,1.08,0.0,0.48,10.4,170.5,71.0,70.0,40.0,21.0,-5.0,14.0,0.67,5.0,0.24,2.0,0.1
11,11,17,wang cong,gabriella fernandes,Blue,False,Women's Flyweight,0,3,0,1,0,3.46,0.46,0.3,0.56,0.18,1,2,9,0,0,1,0,0,0,0,1,0.0,167.64,167.64,125,0,2,0,5.81,0.46,2.3,1.16,0.5,2,0,2,0,0,0,0,1,1,0,2,0.0,167.64,167.64,125,32,31,SUB,529.0,167.0,0.52,0.75,6.38,1.86,0.62,1.0,1.61,1.07,0.54,6.98,125.0,66.0,65.5,32.0,7.0,-1.0,2.0,0.29,3.0,0.43,2.0,0.29,278.0,0.47,0.18,3.46,5.5,0.5,0.61,0.56,0.28,0.28,13.45,126.0,66.0,66.0,31.0,10.0,-3.0,3.0,0.3,4.0,0.4,3.0,0.3
12,12,18,volkan oezdemir,carlos ulberg,Blue,False,Light Heavyweight,1,3,0,6,0,7.2,0.56,0.2,0.72,0.75,6,1,13,0,0,0,1,5,1,0,7,1.0,193.04,195.58,205,0,2,0,4.95,0.48,0.1,0.5,0.29,3,6,31,1,0,2,1,4,1,0,8,1.0,187.96,190.5,205,35,34,U-DEC,900.0,630.0,0.49,0.29,4.95,4.22,0.55,0.8,0.5,0.1,0.6,9.95,206.0,74.0,75.0,35.0,20.0,-8.0,13.0,0.65,5.0,0.25,2.0,0.1,890.0,0.57,0.75,7.2,4.27,0.51,0.83,0.72,0.24,1.44,6.95,205.5,76.0,77.0,34.0,12.0,-1.0,7.0,0.58,3.0,0.25,2.0,0.17
13,13,23,nyamjargal tumendemberel,carlos hernandez,Blue,False,Flyweight,1,3,2,0,0,3.9,0.45,0.2,1.6,0.21,2,3,15,0,0,2,1,0,0,0,3,1.0,172.72,170.18,125,0,2,0,3.13,0.38,2.4,2.42,0.31,2,0,4,0,0,1,0,0,1,0,2,1.0,170.18,180.34,125,26,31,S-DEC,900.0,883.0,0.39,0.31,3.13,3.29,0.52,0.52,2.42,2.42,0.97,10.35,125.0,67.0,71.0,26.0,8.0,-1.0,2.0,0.25,1.0,0.13,5.0,0.63,372.0,0.46,0.21,3.9,3.43,0.51,0.68,1.6,0.18,0.0,12.02,125.5,68.0,67.0,31.0,10.0,-4.0,0.0,0.0,6.0,0.6,4.0,0.4
14,14,25,xiao long,quang le,Red,False,Bantamweight,1,3,1,0,0,3.02,0.35,0.0,1.7,0.23,0,1,3,0,0,0,0,0,0,0,0,1.0,167.64,177.8,135,1,0,0,5.4,0.5,0.0,0.84,0.25,2,2,12,0,1,1,0,0,0,0,2,1.0,172.72,177.8,135,26,33,KO/TKO,688.0,493.0,0.5,0.25,5.4,4.27,0.51,0.77,0.84,0.0,0.21,14.3,135.0,68.0,70.0,26.0,27.0,-8.0,5.0,0.19,13.0,0.48,9.0,0.33,472.0,0.36,0.23,3.02,5.52,0.46,1.0,1.7,0.0,0.0,13.23,136.0,66.5,70.0,33.0,8.0,-2.0,2.0,0.25,3.0,0.38,3.0,0.38
15,15,27,jon jones,stipe miocic,Red,True,Heavyweight,1,5,1,0,0,4.67,0.52,0.0,1.74,0.34,6,4,46,8,0,0,5,9,0,0,14,1.0,193.04,203.2,240,0,18,0,4.38,0.58,0.5,1.89,0.45,18,1,74,16,0,1,9,5,6,0,21,1.0,193.04,213.36,248,37,42,KO/TKO,869.0,412.0,0.59,0.46,4.38,2.24,0.64,0.95,1.89,0.46,0.25,14.87,237.6,76.0,84.5,37.0,28.0,-1.0,11.0,0.39,10.0,0.36,7.0,0.25,558.0,0.53,0.34,4.67,4.01,0.52,0.65,1.74,0.0,0.49,11.35,248.6,77.0,80.0,42.0,20.0,-5.0,15.0,0.75,5.0,0.25,0.0,0.0
16,16,28,charles oliveira,michael chandler,Red,False,Lightweight,1,3,1,0,0,4.49,0.5,0.6,1.59,0.37,3,3,14,1,0,0,0,3,1,0,4,1.0,172.72,180.34,155,1,0,0,3.4,0.55,2.7,2.25,0.4,11,10,63,3,0,0,2,4,16,0,22,1.0,177.8,187.96,155,35,38,U-DEC,1500.0,637.0,0.55,0.4,3.4,3.21,0.49,0.56,2.25,2.66,0.46,7.63,155.6,70.0,74.0,35.0,35.0,-10.0,10.0,0.29,4.0,0.11,21.0,0.6,151.0,0.5,0.37,4.49,4.3,0.43,0.63,1.59,0.64,0.48,9.3,155.6,68.0,71.5,38.0,23.0,-9.0,11.0,0.48,5.0,0.22,7.0,0.3
17,17,32,jonathan martinez,marcus mcghee,Blue,False,Bantamweight,1,3,0,3,0,6.06,0.48,0.5,0.46,0.33,3,0,5,0,0,0,0,2,1,0,3,1.0,172.72,175.26,135,1,0,0,4.44,0.49,0.1,0.38,0.35,6,4,39,0,0,0,6,4,0,0,10,0.0,172.72,177.8,135,30,34,U-DEC,900.0,525.0,0.5,0.36,4.44,4.09,0.57,0.68,0.38,0.08,0.68,13.32,135.8,68.0,70.0,30.0,19.0,-6.0,9.0,0.47,8.0,0.42,2.0,0.11,540.0,0.48,0.33,6.06,2.83,0.65,1.0,0.46,0.46,1.37,8.22,135.6,68.0,69.0,34.0,10.0,-1.0,8.0,0.8,1.0,0.1,1.0,0.1
18,18,37,bassil hafez,oban elliott,Blue,False,Welterweight,1,3,0,3,0,4.26,0.49,0.0,2.16,0.5,3,0,9,0,1,0,2,0,0,0,3,1.0,182.88,182.88,170,0,1,0,3.71,0.38,0.0,2.21,0.24,1,1,6,0,0,0,1,0,0,0,1,1.0,180.34,182.88,170,32,26,KO/TKO,640.0,351.0,0.38,0.24,3.71,5.68,0.42,0.5,2.21,0.0,0.0,13.55,171.0,71.0,72.0,32.0,9.0,-4.0,1.0,0.13,3.0,0.38,4.0,0.5,257.0,0.49,0.5,4.26,2.25,0.63,0.73,2.16,0.0,0.27,13.92,170.0,72.0,72.0,27.0,12.0,-2.0,3.0,0.25,6.0,0.5,3.0,0.25
19,19,38,veronica hardy,eduarda moura,Blue,False,Women's Flyweight,0,3,1,0,0,2.6,0.49,0.4,4.37,0.35,2,1,6,0,0,0,0,1,1,0,2,1.0,167.64,167.64,125,0,3,0,3.12,0.45,0.3,0.93,0.41,3,4,21,0,0,1,2,0,1,0,4,0.0,162.56,162.56,125,29,30,U-DEC,900.0,503.0,0.45,0.41,3.12,3.48,0.49,0.56,0.93,0.27,0.0,12.48,125.8,64.0,64.0,29.0,9.0,-5.0,1.0,0.11,6.0,0.67,2.0,0.22,577.0,0.5,0.35,2.6,2.45,0.53,1.0,4.37,0.36,0.0,10.32,125.2,66.0,67.0,30.0,11.0,-1.0,4.0,0.36,2.0,0.18,5.0,0.45
20,20,40,gerald meerschaert,reinier de ridder,Blue,False,Middleweight,1,3,0,0,0,3.24,0.57,1.3,6.39,0.38,0,0,0,0,0,0,0,0,0,0,0,0.0,193.04,198.12,185,0,2,0,3.1,0.45,1.5,2.01,0.35,3,9,43,0,0,0,0,1,11,0,12,0.0,185.42,195.58,185,36,34,SUB,704.0,547.0,0.46,0.35,3.1,3.45,0.53,0.43,2.01,1.52,0.24,8.5,185.0,73.0,77.5,37.0,37.0,-18.0,6.0,0.16,2.0,0.05,29.0,0.78,209.0,0.57,0.47,3.28,2.69,0.39,1.0,6.89,1.97,0.98,7.63,184.5,76.0,78.0,34.0,19.0,-2.0,4.0,0.21,2.0,0.11,13.0,0.68
21,21,41,gaston bolanos,cortavious romious,Red,False,Bantamweight,1,3,0,1,0,2.1,0.37,1.0,1.97,0.66,1,1,4,0,0,0,1,0,0,0,1,0.0,162.56,172.72,135,1,0,0,3.74,0.5,0.0,0.78,1.0,1,1,5,0,0,0,1,0,0,0,1,1.0,170.18,175.26,135,32,30,U-DEC,900.0,98.0,0.51,1.0,3.74,2.57,0.52,0.43,0.78,0.0,0.0,12.83,135.5,67.0,69.0,32.0,8.0,-4.0,6.0,0.75,2.0,0.25,0.0,0.0,749.0,0.38,0.67,2.1,3.02,0.39,0.7,1.97,0.98,0.49,10.17,136.0,64.0,68.0,31.0,9.0,-3.0,2.0,0.22,2.0,0.22,5.0,0.56
22,22,42,luana pinheiro,gillian robertson,Blue,False,Women's Strawweight,0,3,0,2,0,2.89,0.48,1.0,2.68,0.39,2,6,37,0,0,0,2,2,7,0,11,1.0,165.1,160.02,115,2,0,0,3.42,0.4,0.2,1.8,0.33,4,2,13,0,0,1,1,1,0,0,4,1.0,157.48,157.48,115,31,29,U-DEC,900.0,691.0,0.4,0.33,3.42,4.03,0.62,0.69,1.8,0.2,0.4,10.73,115.5,62.5,62.5,32.0,11.0,-4.0,2.0,0.18,4.0,0.36,5.0,0.45,736.0,0.49,0.4,2.89,2.95,0.57,0.41,2.68,0.98,0.0,10.25,116.0,65.0,63.0,29.0,15.0,-8.0,2.0,0.13,4.0,0.27,9.0,0.6
23,23,44,karolina kowalkiewicz,denise gomes,Blue,False,Women's Strawweight,0,3,0,1,0,4.55,0.5,0.9,0.72,0.25,2,2,15,0,0,1,1,2,0,0,4,1.0,157.48,160.02,115,1,0,0,5.54,0.43,0.2,0.31,0.22,4,8,46,1,0,2,6,0,1,0,9,1.0,160.02,162.56,115,39,24,U-DEC,900.0,450.0,0.43,0.23,5.54,5.51,0.58,0.75,0.31,0.19,0.0,13.25,115.5,63.0,64.0,39.0,16.0,-9.0,1.0,0.06,12.0,0.75,3.0,0.19,322.0,0.5,0.25,4.55,3.11,0.51,0.67,0.72,0.9,0.36,11.87,115.0,62.0,63.0,25.0,10.0,-3.0,6.0,0.6,4.0,0.4,0.0,0.0
24,24,50,brandon moreno,amir albazi,Red,False,Flyweight,1,5,0,5,0,2.72,0.34,0.5,1.39,0.32,5,0,13,0,0,1,1,1,2,0,5,1.0,165.1,172.72,125,2,0,2,3.99,0.43,0.4,1.59,0.46,3,5,53,6,0,1,2,3,3,0,9,1.0,170.18,177.8,125,30,31,U-DEC,1500.0,572.0,0.44,0.46,3.99,3.53,0.61,0.64,1.59,0.42,0.21,16.67,135.0,67.0,70.0,30.0,22.0,-8.0,5.0,0.23,6.0,0.27,11.0,0.5,9.0,0.35,0.32,2.72,3.71,0.62,0.5,1.39,0.52,0.35,14.42,125.5,65.0,68.0,31.0,17.0,-2.0,5.0,0.29,3.0,0.18,9.0,0.53
25,25,51,erin blanchfield,rose namajunas,Red,False,Women's Flyweight,0,3,0,2,0,3.71,0.42,0.4,1.46,0.5,3,5,52,7,0,2,4,2,3,0,11,1.0,165.1,165.1,125,1,0,0,5.24,0.44,0.8,1.86,0.31,6,1,19,0,0,0,3,0,3,0,6,1.0,162.56,167.64,125,25,32,U-DEC,1500.0,92.0,0.44,0.32,5.24,4.21,0.59,0.8,1.86,0.8,0.0,14.12,125.5,64.0,66.0,25.0,13.0,-2.0,2.0,0.15,7.0,0.54,4.0,0.31,594.0,0.42,0.51,3.71,3.48,0.64,0.61,1.46,0.39,0.28,15.68,125.0,65.0,65.0,32.0,14.0,-7.0,2.0,0.14,6.0,0.43,6.0,0.43
26,26,53,ariane da silva,jasmine jasudavicius,Blue,False,Women's Flyweight,0,3,0,2,0,3.7,0.44,0.6,2.5,0.43,2,2,24,0,0,0,5,0,1,0,6,1.0,170.18,172.72,125,1,0,0,4.04,0.41,0.3,0.52,0.55,3,6,29,0,0,1,3,0,2,0,6,1.0,167.64,170.18,125,30,35,SUB,748.0,195.0,0.42,0.56,4.04,3.87,0.53,0.68,0.52,0.31,0.31,11.18,125.0,66.0,67.0,31.0,17.0,-10.0,6.0,0.35,7.0,0.41,4.0,0.24,400.0,0.46,0.45,3.71,3.67,0.51,0.75,2.55,0.51,0.1,14.68,125.0,67.0,68.0,35.0,13.0,-3.0,2.0,0.15,8.0,0.62,3.0,0.23
27,27,54,marc-andre barriault,dustin stoltzfus,Blue,False,Middleweight,1,3,1,0,0,3.47,0.44,1.1,2.31,0.41,1,5,17,0,0,0,1,1,1,0,3,1.0,182.88,190.5,185,2,0,0,5.98,0.47,0.1,0.21,0.25,2,7,31,0,0,0,2,2,1,0,5,1.0,185.42,187.96,185,34,32,KO/TKO,268.0,71.0,0.48,0.25,5.98,5.58,0.52,0.67,0.21,0.1,0.31,10.33,185.0,73.0,74.0,34.0,16.0,-9.0,10.0,0.63,5.0,0.31,1.0,0.06,840.0,0.45,0.41,3.47,3.29,0.47,0.46,2.31,1.15,0.38,8.67,185.5,72.0,75.0,33.0,16.0,-6.0,3.0,0.19,7.0,0.44,6.0,0.38
28,28,55,mike malott,trevin giles,Red,False,Welterweight,1,3,2,0,0,3.17,0.54,0.3,1.07,0.5,3,6,32,0,0,2,2,3,0,0,7,1.0,182.88,187.96,170,1,0,0,3.85,0.46,0.8,2.27,0.56,4,1,8,0,0,0,0,1,3,0,4,1.0,185.42,185.42,170,32,32,U-DEC,900.0,519.0,0.47,0.56,3.85,3.06,0.53,0.17,2.27,0.76,0.5,8.48,170.5,73.0,73.0,33.0,11.0,-2.0,4.0,0.36,1.0,0.09,6.0,0.55,315.0,0.54,0.5,3.17,2.39,0.58,0.72,1.07,0.29,0.29,10.98,170.0,72.0,74.0,32.0,16.0,-7.0,6.0,0.38,5.0,0.31,5.0,0.31
29,29,56,aiemann zahabi,pedro munhoz,Red,False,Bantamweight,1,3,2,0,0,5.38,0.41,0.5,0.48,0.16,4,9,51,0,0,0,4,3,3,0,10,1.0,167.64,165.1,135,0,4,0,4.06,0.46,0.0,0.16,0.14,4,2,17,0,0,0,3,2,0,0,5,1.0,172.72,172.72,135,36,38,U-DEC,900.0,952.0,0.46,0.14,4.06,4.06,0.71,0.83,0.16,0.0,0.49,11.38,135.5,68.0,68.5,37.0,12.0,-2.0,6.0,0.5,4.0,0.33,2.0,0.17,581.0,0.42,0.16,5.38,6.29,0.56,0.82,0.48,0.48,0.42,11.47,135.0,66.0,64.5,38.0,20.0,-10.0,5.0,0.26,6.0,0.32,8.0,0.42
30,30,61,chad anheliger,cody gibson,Blue,False,Bantamweight,1,3,0,1,0,3.47,0.44,0.7,2.18,0.4,1,5,16,0,0,0,0,1,1,0,2,1.0,177.8,180.34,135,0,1,0,3.11,0.46,0.5,0.68,0.3,2,2,15,0,0,1,1,1,0,0,3,1.0,167.64,162.56,135,37,37,U-DEC,900.0,37.0,0.46,0.31,3.11,2.76,0.54,0.38,0.68,0.51,0.51,14.73,135.0,66.0,64.5,38.0,13.0,-8.0,7.0,0.54,3.0,0.23,3.0,0.23,314.0,0.44,0.41,3.47,3.36,0.57,0.68,2.18,0.67,0.34,11.2,135.5,70.0,71.0,37.0,22.0,-10.0,7.0,0.32,9.0,0.41,6.0,0.27
31,31,63,ilia topuria,max holloway,Red,True,Featherweight,1,5,0,3,0,7.16,0.47,0.3,0.25,0.53,13,7,98,9,0,1,8,11,2,0,22,1.0,180.34,175.26,145,0,7,0,4.69,0.47,1.1,2.02,0.61,7,0,16,1,0,0,2,4,1,0,7,1.0,170.18,175.26,145,27,32,KO/TKO,694.0,875.0,0.47,0.61,4.69,3.84,0.64,0.93,2.02,1.1,1.1,10.23,145.0,67.0,69.0,28.0,16.0,0.0,6.0,0.38,2.0,0.13,8.0,0.5,379.0,0.48,0.53,7.16,4.76,0.59,0.83,0.25,0.31,0.34,16.08,145.0,71.0,69.0,32.0,26.0,-8.0,12.0,0.48,11.0,0.44,2.0,0.08
32,32,66,lerone murphy,dan ige,Red,False,Featherweight,1,3,1,0,0,3.66,0.45,0.2,0.99,0.26,6,7,49,0,0,2,3,4,2,0,11,1.0,170.18,180.34,145,0,6,1,4.8,0.54,0.6,1.78,0.54,6,0,20,0,0,1,3,2,0,0,6,1.0,175.26,185.42,145,33,33,U-DEC,900.0,587.0,0.54,0.54,4.8,2.67,0.6,0.49,1.78,0.55,0.27,13.7,145.5,69.0,73.5,33.0,15.0,0.0,7.0,0.47,8.0,0.53,0.0,0.0,392.0,0.46,0.27,3.66,3.5,0.57,0.58,0.99,0.25,0.49,12.78,146.0,67.0,71.0,33.0,18.0,-9.0,6.0,0.33,7.0,0.39,5.0,0.28
33,33,69,geoff neal,rafael dos anjos,Red,False,Welterweight,1,3,2,0,0,3.48,0.47,0.6,1.95,0.35,5,14,111,4,0,1,11,4,5,0,21,0.0,172.72,177.8,170,2,0,0,5.05,0.51,0.1,0.56,0.5,6,4,30,0,0,1,1,5,1,0,8,0.0,180.34,190.5,170,34,40,KO/TKO,90.0,599.0,0.51,0.5,5.05,5.44,0.57,0.88,0.56,0.11,1.01,10.23,171.0,71.0,75.0,34.0,16.0,-6.0,10.0,0.63,4.0,0.25,2.0,0.13,228.0,0.47,0.36,3.48,3.23,0.6,0.55,1.95,0.57,0.2,14.53,171.0,68.0,70.0,40.0,32.0,-17.0,5.0,0.16,16.0,0.5,11.0,0.34
34,34,71,abus magomedov,brunno ferreira,Red,False,Middleweight,1,3,0,2,0,3.76,0.5,0.5,0.5,0.16,2,1,5,0,0,0,0,4,0,0,4,1.0,177.8,182.88,185,0,1,0,2.65,0.44,0.3,3.12,0.64,1,2,9,0,0,0,1,1,0,0,2,1.0,187.96,198.12,185,34,31,SUB,794.0,510.0,0.44,0.65,2.65,3.35,0.56,1.0,3.12,0.28,0.28,10.58,185.0,74.0,78.0,34.0,27.0,-6.0,14.0,0.52,6.0,0.22,7.0,0.26,281.0,0.5,0.17,3.76,3.12,0.52,0.54,0.5,0.5,1.99,5.02,185.5,70.0,72.0,32.0,12.0,-2.0,9.0,0.75,0.0,0.0,3.0,0.25
35,35,72,kennedy nzechukwu,chris barnett,Red,False,Heavyweight,1,3,0,1,0,4.21,0.47,0.0,0.0,0.0,1,2,9,0,0,0,0,2,0,0,2,1.0,175.26,190.5,265,2,0,0,5.34,0.47,0.2,0.58,0.45,3,5,30,0,0,1,1,5,1,0,8,0.0,195.58,210.82,205,32,38,KO/TKO,267.0,625.0,0.47,0.45,5.37,4.89,0.51,0.81,0.56,0.22,0.45,8.95,236.5,77.0,83.0,32.0,14.0,-5.0,10.0,0.71,3.0,0.21,1.0,0.07,70.0,0.47,0.0,4.21,6.53,0.39,0.33,0.0,0.0,0.39,7.6,264.0,69.0,75.0,38.0,23.0,-9.0,18.0,0.78,5.0,0.22,0.0,0.0
36,36,74,ismail naurdiev,bruno silva,Red,False,Middleweight,1,3,3,0,0,3.85,0.47,0.0,0.78,0.23,3,5,19,0,0,0,0,4,0,0,4,1.0,182.88,187.96,185,1,0,0,3.41,0.53,0.2,1.6,0.4,1,2,12,0,0,0,2,0,0,0,2,1.0,177.8,187.96,185,28,35,U-DEC,900.0,598.0,0.54,0.4,3.41,1.52,0.67,0.73,1.6,0.2,0.0,15.0,185.0,72.0,74.0,28.0,24.0,-7.0,12.0,0.5,6.0,0.25,6.0,0.25,802.0,0.49,0.25,3.54,4.08,0.52,0.6,1.92,0.19,1.15,9.78,126.0,64.0,65.0,34.0,14.0,-6.0,6.0,0.43,4.0,0.29,4.0,0.29
37,37,75,rinat fakhretdinov,carlos leal,Red,False,Welterweight,1,3,0,0,0,7.13,0.43,0.0,1.0,0.25,0,0,0,0,0,0,0,0,0,0,0,1.0,180.34,187.96,170,0,4,1,4.78,0.52,0.2,3.95,0.34,3,0,13,0,0,1,2,0,1,0,4,1.0,182.88,187.96,170,33,30,U-DEC,900.0,273.0,0.53,0.34,4.78,3.58,0.54,0.92,3.95,0.2,0.59,12.65,171.0,72.0,74.0,33.0,23.0,-1.0,11.0,0.48,6.0,0.26,6.0,0.26,473.0,0.44,0.25,7.13,7.27,0.51,0.89,1.0,0.0,0.0,15.0,169.5,71.0,74.0,30.0,21.0,-6.0,10.0,0.83,0.0,0.0,2.0,0.17
38,38,76,anthony hernandez,michel pereira,Red,False,Middleweight,1,5,0,8,0,4.46,0.53,0.8,1.27,0.52,8,2,25,0,0,1,3,2,3,0,9,1.0,185.42,185.42,185,0,5,0,4.9,0.63,2.3,6.64,0.44,5,2,19,0,0,0,1,1,4,0,6,1.0,182.88,190.5,185,31,31,KO/TKO,1342.0,373.0,0.63,0.45,4.9,2.88,0.46,0.65,6.64,2.27,0.16,9.27,200.0,72.0,75.0,31.0,13.0,-2.0,3.0,0.23,2.0,0.15,8.0,0.62,673.0,0.54,0.52,4.46,4.23,0.53,0.77,1.27,0.81,0.35,10.83,185.5,73.0,73.0,31.0,31.0,-12.0,11.0,0.37,10.0,0.33,9.0,0.3
39,39,77,rob font,kyler phillips,Red,False,Bantamweight,1,3,0,3,0,5.28,0.44,0.4,2.63,0.51,4,1,21,0,0,0,4,2,1,0,7,1.0,172.72,182.88,135,2,0,0,5.44,0.45,0.3,0.84,0.34,4,7,46,0,0,0,3,6,1,0,10,1.0,172.72,180.34,135,37,29,U-DEC,900.0,294.0,0.46,0.34,5.44,3.58,0.57,0.44,0.84,0.32,0.45,12.95,145.0,68.0,71.5,37.0,21.0,-8.0,9.0,0.43,8.0,0.38,4.0,0.19,684.0,0.44,0.51,5.28,3.47,0.61,0.76,2.63,0.42,0.42,12.03,135.5,68.0,72.0,29.0,12.0,-3.0,5.0,0.42,5.0,0.42,2.0,0.17
40,40,82,brad katona,jean matsumoto,Blue,False,Bantamweight,1,3,0,2,0,5.2,0.4,0.4,1.13,0.27,2,0,5,0,0,0,1,0,1,0,2,1.0,167.64,172.72,135,0,1,0,4.84,0.52,0.0,1.88,0.34,2,3,21,1,0,0,4,0,0,0,4,1.0,167.64,162.56,135,32,25,U-DEC,900.0,429.0,0.53,0.34,4.84,4.73,0.5,0.62,1.88,0.0,0.0,15.0,135.5,66.0,64.5,33.0,16.0,-4.0,1.0,0.07,10.0,0.67,4.0,0.27,532.0,0.41,0.27,5.2,5.05,0.46,0.58,1.13,0.38,0.0,13.33,157.6,66.0,68.5,25.0,16.0,0.0,3.0,0.19,7.0,0.44,6.0,0.38
41,41,85,melissa martinez,alice ardelean,Red,False,Women's Strawweight,0,3,1,0,0,4.97,0.45,0.0,1.0,0.4,0,1,3,0,0,0,0,0,0,0,0,1.0,160.02,157.48,115,1,0,0,3.9,0.52,0.0,0.5,0.5,0,1,3,0,0,0,0,0,0,0,0,0.0,157.48,167.64,115,27,32,U-DEC,900.0,526.0,0.52,0.5,3.9,4.33,0.56,0.25,0.5,0.0,0.0,15.0,115.5,62.0,66.0,27.0,8.0,-1.0,5.0,0.63,3.0,0.38,0.0,0.0,44.0,0.45,0.4,4.97,4.97,0.53,1.0,1.0,0.0,0.0,15.0,115.0,63.0,62.0,32.0,9.0,-7.0,4.0,0.44,1.0,0.11,4.0,0.44
42,42,87,brandon royval,tatsuro taira,Red,False,Flyweight,1,5,0,6,0,2.99,0.6,1.6,2.73,0.44,6,0,13,0,0,0,2,2,2,0,6,1.0,170.18,177.8,125,0,1,0,4.46,0.39,1.2,0.75,0.75,3,3,22,1,0,2,0,1,3,0,6,0.0,175.26,172.72,125,32,24,S-DEC,1500.0,759.0,0.4,0.75,4.46,3.06,0.48,0.45,0.75,1.25,0.37,12.02,125.5,69.0,68.0,32.0,17.0,-7.0,4.0,0.24,4.0,0.24,9.0,0.53,856.0,0.6,0.44,2.99,2.69,0.47,0.45,2.73,1.64,0.36,11.8,125.5,67.0,70.0,25.0,16.0,-1.0,5.0,0.31,4.0,0.25,7.0,0.44
43,43,88,brad tavares,junyong park,Blue,False,Middleweight,1,3,1,0,0,4.77,0.51,0.9,1.85,0.47,4,3,24,0,1,1,2,0,3,0,7,1.0,177.8,185.42,185,1,0,0,3.43,0.43,0.0,0.74,0.26,5,9,65,0,0,3,10,2,0,0,15,1.0,185.42,187.96,185,36,33,S-DEC,900.0,860.0,0.43,0.27,3.43,3.31,0.55,0.81,0.74,0.0,0.19,12.9,185.0,73.0,74.0,37.0,20.0,-11.0,5.0,0.26,12.0,0.63,2.0,0.11,654.0,0.52,0.47,4.77,3.42,0.54,0.58,1.85,0.92,0.12,11.8,185.5,70.0,73.0,34.0,18.0,-6.0,5.0,0.28,7.0,0.39,6.0,0.33
44,44,91,daniel rodriguez,alex morono,Red,False,Welterweight,1,3,1,0,0,4.96,0.4,0.3,0.34,0.25,4,7,53,0,0,1,8,2,2,0,13,1.0,180.34,182.88,170,3,0,0,7.5,0.49,0.1,0.59,0.54,4,4,29,0,0,1,4,2,1,0,8,0.0,185.42,187.96,170,37,34,S-DEC,900.0,741.0,0.5,0.55,7.5,5.47,0.58,0.58,0.59,0.1,0.4,11.63,170.0,73.0,74.0,38.0,18.0,-5.0,8.0,0.44,6.0,0.33,4.0,0.22,573.0,0.4,0.25,4.96,4.56,0.57,0.48,0.34,0.34,0.28,12.07,170.5,71.0,72.0,34.0,24.0,-11.0,6.0,0.25,11.0,0.46,7.0,0.29
