,RedFighter,BlueFighter,RedOdds,BlueOdds,Date,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Finish,FinishRoundTime,TotalFightTimeSecs
6100,Leonard Garcia,Nam Phan,215.0,-235.0,2011-10-08,Blue,False,Featherweight,1,3,2,0,0,70.0,0.375,0.5,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,1.0,167.64,177.8,135,1,0,0,25.6,0.374,0.6,0.4,0.132,1,3,12,0,0,1,0,0,1,0,2,1.0,177.8,175.26,145,32,28,U-DEC,5:00,900.0
6101,Melvin Guillard,Joe Lauzon,-500.0,435.0,2011-10-08,Blue,False,Lightweight,1,3,0,1,0,13.0,0.49,1.9,1.6,0.532,3,3,17,0,0,0,0,2,5,0,7,1.0,177.8,180.34,155,0,5,0,18.2143,0.396,0.0714,0.9286,0.375,5,4,23,0,0,2,1,6,0,1,10,1.0,175.26,172.72,155,28,27,SUB,0:47,47.0
6102,Demian Maia,Jorge Santiago,-290.0,260.0,2011-10-08,Red,False,Middleweight,1,3,3,0,0,10.75,0.413,0.75,0.5,0.5,1,3,8,0,0,0,0,1,0,0,1,1.0,185.42,187.96,170,1,0,0,18.1818,0.471,1.1818,1.9091,0.366,5,3,26,1,0,0,3,0,5,0,8,0.0,185.42,182.88,170,33,30,U-DEC,5:00,900.0
6103,Anthony Pettis,Jeremy Stephens,-280.0,255.0,2011-10-08,Red,False,Lightweight,1,3,0,2,0,32.9167,0.463,0.6667,1.25,0.404,2,5,31,0,0,1,2,3,0,1,7,1.0,172.72,180.34,145,1,0,0,14.0,0.27,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1.0,177.8,182.88,170,24,25,S-DEC,5:00,900.0
6104,Joey Beltran,Stipe Miocic,255.0,-280.0,2011-10-08,Blue,False,Heavyweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,193.04,203.2,240,0,1,0,62.8,0.428,0.0,0.4,0.116,2,2,14,0,0,0,1,2,0,0,3,1.0,185.42,190.5,185,29,29,U-DEC,5:00,900.0
6105,Tiequan Zhang,Darren Elkins,-135.0,125.0,2011-10-08,Blue,False,Featherweight,1,3,0,1,0,26.0,0.09,0.0,1.0,0.583,1,1,5,0,0,0,1,1,0,0,2,1.0,177.8,180.34,145,0,1,0,4.0,0.36,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,1.0,172.72,177.8,155,33,27,U-DEC,5:00,900.0
6106,Aaron Simpson,Eric Schafer,-400.0,355.0,2011-10-08,Red,False,Middleweight,1,3,2,0,0,17.2857,0.551,1.2857,1.0,0.219,2,4,12,0,0,0,0,1,2,0,3,1.0,190.5,190.5,185,0,2,0,37.8571,0.537,0.4286,3.5714,0.499,3,2,17,0,0,1,2,2,0,0,5,1.0,182.88,185.42,170,37,34,U-DEC,5:00,900.0
6107,Steve Cantwell,Mike Massenzio,-155.0,145.0,2011-10-08,Blue,False,Middleweight,1,3,3,0,0,6.25,0.345,1.25,2.0,0.415,1,3,8,0,0,0,0,0,1,0,1,0.0,187.96,185.42,185,3,0,0,36.75,0.338,0.25,0.5,0.285,1,3,10,0,0,0,0,0,1,0,1,1.0,187.96,190.5,185,24,28,U-DEC,5:00,900.0
6108,Dominick Cruz,Demetrious Johnson,-550.0,425.0,2011-10-01,Red,True,Bantamweight,1,5,0,2,0,25.5,0.465,0.0,7.5,0.83,2,0,6,0,0,0,2,0,0,0,2,1.0,160.02,167.64,125,0,1,0,90.0,0.37,0.0,4.0,0.3,1,0,5,1,0,0,1,0,0,0,1,1.0,172.72,172.72,135,26,25,U-DEC,5:00,1500.0
6109,Pat Barry,Stefan Struve,-165.0,155.0,2011-10-01,Blue,False,Heavyweight,1,3,1,0,0,13.0,0.48,2.0,0.25,0.25,3,3,12,0,1,0,0,2,2,0,5,1.0,210.82,213.36,265,1,0,0,19.5,0.427,0.0,0.0,0.0,1,3,11,0,0,0,1,2,0,0,3,1.0,180.34,187.96,235,32,23,SUB,3:22,502.0
6110,Anthony Johnson,Charlie Brenneman,-200.0,185.0,2011-10-01,Red,False,Welterweight,1,3,0,2,0,19.75,0.513,0.0,4.0,0.513,2,1,11,0,0,0,3,0,0,0,3,1.0,177.8,182.88,155,0,1,0,21.4444,0.47,0.5556,1.4444,0.348,3,3,17,0,0,0,1,5,0,0,6,1.0,187.96,198.12,205,27,30,KO/TKO,2:49,169.0
6111,Matt Wiman,Mac Danzig,-220.0,200.0,2011-10-01,Red,False,Lightweight,1,3,0,1,0,27.5,0.474,0.5,0.875,0.416,2,4,17,1,0,0,1,1,2,0,4,1.0,172.72,177.8,155,1,0,0,31.0,0.475,1.3636,2.0,0.495,4,4,25,0,0,0,3,2,2,0,7,1.0,177.8,172.72,155,28,31,U-DEC,5:00,900.0
6112,Yves Edwards,Rafaello Oliveira,-155.0,145.0,2011-10-01,Red,False,Lightweight,1,3,2,0,0,28.5,0.33,1.0,2.5,0.355,1,3,11,0,0,0,1,0,0,0,1,1.0,172.72,180.34,155,1,0,0,23.7692,0.51,0.7692,0.3077,0.231,6,5,29,0,0,1,2,3,2,0,8,0.0,175.26,185.42,155,35,29,KO/TKO,2:44,464.0
6113,Michael Johnson,Paul Sass,-173.0,163.0,2011-10-01,Blue,False,Lightweight,1,3,0,1,0,2.0,0.5,4.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,1.0,182.88,185.42,155,0,1,0,28.5,0.42,0.0,0.5,0.5,1,1,4,1,0,0,0,1,0,0,1,0.0,177.8,185.42,145,25,23,SUB,3:00,180.0
6114,Mike Easton,Byron Bloodworth,-390.0,320.0,2011-10-01,Red,False,Bantamweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,172.72,175.26,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0,167.64,177.8,135,27,28,KO/TKO,4:52,592.0
6115,Shane Roller,TJ Grant,-174.0,164.0,2011-10-01,Blue,False,Lightweight,1,3,1,0,0,29.0,0.513,0.1667,1.5,0.323,1,3,16,0,0,1,1,1,0,0,3,1.0,177.8,182.88,155,1,0,0,13.5,0.155,0.0,0.0,0.0,1,1,3,0,0,0,0,1,0,0,1,1.0,177.8,182.88,155,32,27,SUB,2:12,732.0
6116,Josh Neer,Keith Wisniewski,-260.0,240.0,2011-10-01,Red,False,Welterweight,1,3,1,0,0,14.0,0.35,0.0,3.0,0.6,0,1,3,0,0,0,0,0,0,0,0,1.0,182.88,190.5,170,2,0,0,29.3,0.378,1.1,0.9,0.258,2,6,25,0,0,0,2,0,2,0,4,1.0,180.34,182.88,170,28,29,KO/TKO,5:00,600.0
6117,Walel Watson,Joseph Sandoval,100.0,-110.0,2011-10-01,Red,False,Bantamweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0,170.18,168.0,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,180.34,175.26,135,27,25,KO/TKO,1:17,77.0
6118,Jon Jones,Rampage Jackson,-500.0,435.0,2011-09-24,Red,True,Light Heavyweight,1,5,0,2,0,36.6667,0.49,0.0,0.5556,0.258,3,2,26,3,0,1,3,3,0,0,7,1.0,185.42,185.42,205,0,4,0,34.625,0.576,0.5,2.25,0.72,4,1,16,1,0,0,2,3,2,0,7,1.0,193.04,213.36,205,24,33,,,
6119,Matt Hughes,Josh Koscheck,350.0,-395.0,2011-09-24,Blue,False,Welterweight,1,3,1,0,0,17.6667,0.399,0.3889,1.8889,0.531,5,5,40,1,0,0,5,5,3,0,13,1.0,177.8,185.42,170,1,0,0,21.5417,0.532,0.6667,1.9583,0.508,6,6,50,12,0,0,5,6,5,2,18,,175.26,185.42,170,37,33,KO/TKO,4:59,299.0
6120,Ben Rothwell,Mark Hunt,-355.0,320.0,2011-09-24,Blue,False,Heavyweight,1,3,0,1,0,8.0,0.285,0.0,0.5,0.5,1,1,3,0,0,0,0,1,0,0,1,1.0,177.8,182.88,265,0,1,0,23.5,0.375,1.0,2.5,0.355,1,1,5,0,0,0,1,0,0,0,1,1.0,193.04,198.12,265,29,37,U-DEC,5:00,900.0
6121,Travis Browne,Rob Broughton,-420.0,375.0,2011-09-24,Red,False,Heavyweight,1,3,0,1,0,67.0,0.67,6.0,0.0,0.0,1,0,3,0,0,0,0,0,1,0,1,1.0,187.96,187.96,265,0,1,0,19.3333,0.397,0.3333,1.0,0.553,1,1,5,0,0,0,0,2,0,0,2,1.0,198.12,200.66,255,29,28,U-DEC,5:00,900.0
6122,Nate Diaz,Takanori Gomi,-255.0,235.0,2011-09-24,Red,False,Lightweight,1,3,1,0,0,13.0,0.223,0.0,0.0,0.0,1,2,6,0,0,0,0,1,0,0,1,0.0,170.18,177.8,155,2,0,0,30.5385,0.412,1.1538,1.0769,0.422,5,5,30,1,0,1,0,1,6,0,8,0.0,182.88,193.04,170,26,33,SUB,4:27,267.0
6123,Tony Ferguson,Aaron Riley,-340.0,310.0,2011-09-24,Red,False,Lightweight,1,3,0,1,0,39.5714,0.39,0.1429,1.1429,0.324,1,4,16,0,0,0,3,0,0,0,3,0.0,172.72,175.26,155,0,1,0,21.0,0.55,0.0,2.0,0.66,1,0,1,1,0,0,0,1,0,0,1,1.0,180.34,193.04,155,27,30,KO/TKO,5:00,300.0
6124,Nick Ring,Tim Boetsch,177.0,-192.0,2011-09-24,Blue,False,Middleweight,1,3,0,1,0,26.5714,0.509,0.2857,1.5714,0.214,1,3,15,0,0,0,2,2,0,0,4,1.0,182.88,187.96,185,0,2,0,49.5,0.455,0.5,2.5,0.5,2,0,6,0,0,0,1,0,1,0,2,0.0,182.88,187.96,185,32,30,U-DEC,5:00,900.0
6125,Junior Assuncao,Eddie Yagin,125.0,-135.0,2011-09-24,Red,False,Featherweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,170.18,175.0,145,1,0,0,12.3333,0.417,0.6667,0.3333,0.167,1,2,4,0,0,0,0,0,1,0,1,1.0,175.26,182.88,145,30,32,U-DEC,5:00,900.0
6126,Takeya Mizugaki,Cole Escovedo,-220.0,200.0,2011-09-24,Red,False,Bantamweight,1,3,1,0,0,29.0,0.44,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1.0,170.18,182.88,135,1,0,0,28.5,0.305,0.0,2.0,0.5,1,1,6,0,0,1,0,0,0,0,1,1.0,170.18,172.72,135,27,30,KO/TKO,4:30,570.0
6127,James Te Huna,Ricardo Romero,-152.0,142.0,2011-09-24,Red,False,Light Heavyweight,1,3,1,0,0,10.0,0.48,1.0,0.5,0.07,1,1,3,0,0,0,0,0,1,0,1,1.0,182.88,193.04,205,1,0,0,14.0,0.71,0.5,3.0,0.375,1,1,4,0,0,0,0,1,0,0,1,1.0,187.96,190.5,185,29,33,KO/TKO,0:47,47.0
6128,Jake Shields,Jake Ellenberger,-135.0,125.0,2011-09-17,Blue,False,Welterweight,1,3,0,4,0,23.0,0.44,0.6,2.8,0.812,4,1,12,0,0,1,0,2,0,1,4,1.0,175.26,180.34,170,1,0,0,51.5,0.365,0.0,2.0,0.13,1,1,8,1,0,1,0,0,0,0,1,1.0,182.88,182.88,170,32,26,KO/TKO,0:53,53.0
6129,Court McGee,Dongi Yang,-174.0,164.0,2011-09-17,Red,False,Middleweight,1,3,0,1,0,54.0,0.66,1.0,2.0,0.8,1,1,5,0,0,0,0,1,0,0,1,0.0,177.8,180.34,185,0,2,0,41.0,0.365,1.0,3.5,0.605,2,0,5,1,0,0,0,0,2,0,2,1.0,180.34,190.5,170,26,26,U-DEC,5:00,900.0
6130,Jonathan Brookins,Erik Koch,185.0,-200.0,2011-09-17,Blue,False,Featherweight,1,3,0,1,0,4.0,0.22,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,0.0,177.8,180.34,155,0,1,0,32.0,0.47,0.0,3.0,0.23,1,0,3,1,0,0,1,0,0,0,1,0.0,182.88,185.42,145,26,22,U-DEC,5:00,900.0
6131,Alan Belcher,Jason MacDonald,-290.0,260.0,2011-09-17,Red,False,Middleweight,1,3,0,1,0,10.5833,0.558,0.9167,0.6667,0.193,2,6,21,0,0,0,0,2,4,0,6,1.0,190.5,203.2,185,0,2,0,26.5455,0.396,0.4545,0.3636,0.24,2,4,23,0,0,1,0,2,3,1,7,1.0,187.96,185.42,185,27,36,KO/TKO,3:48,228.0
6132,Cody McKenzie,Vagner Rocha,170.0,-185.0,2011-09-17,Blue,False,Lightweight,1,3,1,0,0,46.0,0.43,0.0,1.0,0.14,0,1,3,0,0,0,0,0,0,0,0,1.0,177.8,185.42,155,1,0,0,8.0,0.11,1.0,1.5,0.61,1,1,3,0,0,0,0,0,1,0,1,,182.88,182.88,155,23,29,SUB,3:49,529.0
6133,Evan Dunham,Shamar Bailey,-415.0,370.0,2011-09-17,Red,False,Lightweight,1,3,0,1,0,33.0,0.47,0.0,5.0,0.55,1,0,3,0,0,0,1,0,0,0,1,0.0,175.26,190.5,155,2,0,0,33.0,0.357,1.6667,1.3333,0.402,4,2,14,0,0,2,0,1,1,0,4,0.0,177.8,177.8,155,29,28,U-DEC,5:00,900.0
6134,Matthew Riddle,Lance Benoist,-210.0,175.0,2011-09-17,Blue,False,Welterweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0,180.34,185.42,170,1,0,0,43.8571,0.53,0.7143,3.1429,0.489,3,2,20,0,0,0,3,1,0,0,5,0.0,185.42,187.96,170,25,23,U-DEC,5:00,900.0
6135,Ken Stone,Donny Walker,-165.0,155.0,2011-09-17,Red,False,Bantamweight,1,3,1,0,0,31.0,0.37,2.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1.0,175.26,180.0,135,1,0,0,18.0,0.42,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1.0,172.72,180.34,135,28,31,SUB,2:40,160.0
6136,Clay Harvison,Seth Baczynski,140.0,-150.0,2011-09-17,Blue,False,Welterweight,1,3,1,0,0,22.0,0.5,3.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1.0,190.5,187.96,170,0,1,0,57.0,0.52,2.0,1.0,1.0,1,0,3,0,0,1,0,0,0,0,1,1.0,185.42,187.96,170,30,29,SUB,1:12,372.0
6137,TJ Waldburger,Mike Stumpf,-230.0,210.0,2011-09-17,Red,False,Welterweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,177.8,180.34,170,1,0,0,20.0,0.48,3.5,3.0,0.425,1,1,4,0,0,0,1,0,0,0,1,1.0,180.34,190.5,170,23,25,SUB,3:52,232.0
6138,Robert Peralta,Mike Lullo,-130.0,120.0,2011-09-17,Red,False,Featherweight,1,3,1,0,0,12.0,0.26,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1.0,172.72,178.0,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,172.72,180.34,145,25,32,U-DEC,5:00,900.0
6139,Justin Edwards,Jorge Lopez,320.0,-390.0,2011-09-17,Red,False,Welterweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,177.8,183.0,170,1,0,0,42.0,0.46,0.0,7.0,0.35,0,1,3,0,0,0,0,0,0,0,0,1.0,177.8,177.8,155,28,22,U-DEC,5:00,900.0
6140,Anderson Silva,Yushin Okami,-600.0,500.0,2011-08-27,Red,True,Middleweight,1,5,0,3,0,29.9167,0.401,0.6667,1.5833,0.425,4,2,34,0,0,1,5,3,0,1,10,0.0,187.96,190.5,170,0,13,0,30.6154,0.718,0.4615,0.2308,0.231,13,0,30,9,0,0,2,8,3,0,13,0.0,187.96,195.58,185,36,30,KO/TKO,2:04,424.0
6141,Mauricio Rua,Forrest Griffin,-210.0,190.0,2011-08-27,Red,False,Light Heavyweight,1,3,0,2,0,54.4615,0.376,0.6154,0.7692,0.225,3,4,33,3,0,1,5,1,2,0,9,1.0,190.5,195.58,205,1,0,0,36.5,0.512,0.3333,1.0,0.152,2,3,16,3,0,0,0,3,0,0,3,1.0,185.42,193.04,205,29,32,KO/TKO,1:53,113.0
6142,Ross Pearson,Edson Barboza,248.0,-270.0,2011-08-27,Blue,False,Lightweight,1,3,0,2,0,44.5,0.46,0.0,2.0,1.0,2,0,6,0,0,0,1,1,0,0,2,1.0,180.34,190.5,155,0,1,0,54.4,0.406,0.0,0.8,0.3,3,1,13,1,0,0,3,0,0,1,4,1.0,172.72,175.26,155,26,25,S-DEC,5:00,900.0
6143,Minotauro Nogueira,Brendan Schaub,230.0,-250.0,2011-08-27,Red,False,Heavyweight,1,3,0,4,0,28.0,0.502,0.0,0.8,0.1,4,1,9,1,0,0,1,3,0,0,4,1.0,193.04,198.12,245,1,0,0,24.6,0.304,1.2,1.2,0.196,2,2,12,2,0,0,2,0,1,0,3,1.0,190.5,195.58,240,35,28,,,
6144,Luiz Cane,Stanislav Nedkov,-240.0,220.0,2011-08-27,Blue,False,Light Heavyweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,180.34,180.34,205,0,1,0,26.8571,0.401,0.0,0.1429,0.143,3,3,10,0,0,0,1,3,0,0,4,0.0,187.96,195.58,185,30,29,KO/TKO,4:13,253.0
6145,Thiago Tavares,Spencer Fisher,-185.0,170.0,2011-08-27,Red,False,Lightweight,1,3,1,0,0,37.9333,0.468,0.6667,0.6,0.187,3,6,37,0,0,0,4,2,2,1,9,0.0,170.18,177.8,155,1,0,0,19.9,0.443,1.3,2.6,0.51,2,5,25,0,0,0,3,0,2,0,5,1.0,170.18,172.72,145,26,35,KO/TKO,2:51,471.0
6146,Rousimar Palhares,Dan Miller,-245.0,225.0,2011-08-27,Red,False,Middleweight,1,3,1,0,0,18.1111,0.308,1.2222,1.5556,0.27,3,4,22,0,0,1,1,0,3,0,5,1.0,185.42,187.96,185,0,1,0,7.7143,0.31,1.7143,1.5714,0.331,3,2,13,0,0,0,1,0,4,0,5,1.0,172.72,180.34,170,31,30,U-DEC,5:00,900.0
6147,Paulo Thiago,David Mitchell,-415.0,370.0,2011-08-27,Red,False,Welterweight,1,3,1,0,0,13.0,0.72,6.0,2.0,0.66,0,1,3,0,0,0,0,0,0,0,0,1.0,182.88,193.04,170,2,0,0,17.3333,0.402,1.8333,0.6667,0.157,2,3,15,0,0,0,1,1,1,0,3,1.0,180.34,185.42,170,30,31,U-DEC,5:00,900.0
6148,Raphael Assuncao,Johnny Eduardo,-155.0,145.0,2011-08-27,Red,False,Bantamweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,170.18,180.34,135,1,0,0,9.0,0.45,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1.0,165.1,167.64,135,29,33,U-DEC,5:00,900.0
6149,Erick Silva,Luis Ramos,-280.0,255.0,2011-08-27,Red,False,Welterweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,172.72,183.0,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,182.88,187.96,170,27,30,KO/TKO,0:40,40.0
6150,Iuri Alcantara,Felipe Arantes,-475.0,420.0,2011-08-27,Red,False,Featherweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,172.72,185.42,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0,175.26,180.34,135,31,23,U-DEC,5:00,900.0
6151,Yves Jabouin,Ian Loveland,170.0,-185.0,2011-08-27,Red,False,Bantamweight,1,3,1,0,0,44.5,0.445,0.0,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,1.0,172.72,178.0,145,1,0,0,16.0,0.43,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1.0,170.18,172.72,135,32,27,S-DEC,5:00,900.0
6152,Dan Hardy,Chris Lytle,-104.0,-106.0,2011-08-14,Blue,False,Welterweight,1,3,1,0,0,36.3684,0.438,1.5789,0.4737,0.28,4,10,45,1,0,0,3,1,5,0,9,1.0,180.34,172.72,170,3,0,0,22.8571,0.307,0.4286,0.2857,0.179,4,3,19,1,0,2,1,1,0,0,4,1.0,182.88,187.96,170,29,36,SUB,4:16,856.0
6153,Jim Miller,Benson Henderson,-170.0,160.0,2011-08-14,Blue,False,Lightweight,1,3,0,1,0,56.0,0.44,0.0,3.0,0.75,1,0,3,0,0,0,1,0,0,0,1,0.0,175.26,177.8,170,0,7,0,27.0,0.329,2.0,1.8,0.484,7,1,25,0,0,0,4,2,3,0,9,0.0,172.72,180.34,155,27,27,U-DEC,5:00,900.0
6154,Donald Cerrone,Charles Oliveira,104.0,-114.0,2011-08-14,Red,False,Lightweight,1,3,2,0,0,18.5,0.568,1.5,0.75,0.18,2,2,7,0,0,0,0,0,2,0,2,1.0,177.8,187.96,155,0,2,0,61.5,0.545,0.5,1.5,0.375,2,0,5,0,0,0,1,0,1,0,2,1.0,185.42,185.42,155,28,21,KO/TKO,3:01,181.0
6155,Amir Sadollah,Duane Ludwig,-395.0,350.0,2011-08-14,Blue,False,Welterweight,1,3,0,1,0,28.2,0.47,0.0,0.0,0.0,2,2,9,0,0,1,1,1,0,0,3,1.0,177.8,177.8,170,0,2,0,55.2857,0.423,0.2857,0.5714,0.286,2,2,16,1,0,0,3,1,1,0,5,1.0,177.8,187.96,170,30,33,U-DEC,5:00,900.0
6156,CB Dollaway,Jared Hamman,-240.0,220.0,2011-08-14,Blue,False,Middleweight,1,3,1,0,0,51.3333,0.397,0.0,0.6667,0.333,1,2,7,0,0,0,1,0,0,0,1,1.0,190.5,190.5,185,1,0,0,10.0,0.429,0.875,1.75,0.539,3,3,12,1,0,0,2,1,2,0,5,1.0,187.96,193.04,185,28,29,KO/TKO,3:38,518.0
6157,Joseph Benavidez,Eddie Wineland,-295.0,265.0,2011-08-14,Red,False,Bantamweight,1,3,1,0,0,11.0,0.15,0.0,1.0,0.33,0,1,3,0,0,0,0,0,0,0,0,1.0,170.18,175.26,135,0,1,0,48.0,0.4,0.0,5.0,0.29,1,0,3,0,0,0,1,0,0,0,1,0.0,162.56,165.1,125,27,27,U-DEC,5:00,900.0
6158,Ed Herman,Kyle Noke,122.0,-132.0,2011-08-14,Red,False,Middleweight,1,3,0,3,0,26.3333,0.537,1.0,1.3333,0.583,3,0,5,0,0,0,0,1,2,0,3,0.0,185.42,193.04,170,0,1,0,25.4,0.566,0.7,2.3,0.472,3,5,21,1,0,0,1,2,2,0,5,1.0,185.42,195.58,205,30,31,SUB,4:15,255.0
6159,Ronny Markes,Karlos Vemola,200.0,-220.0,2011-08-14,Red,False,Light Heavyweight,1,3,0,1,0,17.0,0.4,0.5,1.0,0.5,1,1,4,0,0,0,0,1,0,0,1,1.0,182.88,190.5,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,185.42,190.5,185,23,26,U-DEC,5:00,900.0
6160,Jimy Hettes,Alex Caceres,-420.0,375.0,2011-08-14,Red,False,Featherweight,1,3,1,0,0,2.0,0.28,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0.0,177.8,185.42,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0,175.26,180.34,145,24,23,SUB,3:12,492.0
6161,Cole Miller,TJ O'Brien,-440.0,390.0,2011-08-14,Red,False,Lightweight,1,3,1,0,0,32.0,0.46,0.0,1.0,1.0,0,1,2,0,0,0,0,0,0,0,0,1.0,187.96,196.0,155,1,0,0,16.5556,0.3,2.0,0.3333,0.139,2,3,17,0,0,0,1,1,4,0,6,1.0,185.42,187.96,145,27,24,SUB,2:38,458.0
6162,Jacob Volkmann,Danny Castillo,-120.0,100.0,2011-08-14,Red,False,Lightweight,1,3,0,1,0,55.0,0.53,0.0,5.0,0.45,1,0,3,0,0,0,1,0,0,0,1,1.0,175.26,180.34,155,0,3,0,19.0,0.362,1.0,2.6,0.486,3,2,13,0,0,2,1,0,0,0,3,0.0,175.26,180.34,155,30,31,U-DEC,5:00,900.0
6163,Edwin Figueroa,Jason Reinhardt,-385.0,345.0,2011-08-14,Red,False,Bantamweight,1,3,2,0,0,1.5,0.33,0.0,0.0,0.0,0,2,2,0,0,0,0,0,0,0,0,1.0,167.64,163.0,135,1,0,0,45.0,0.45,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1.0,170.18,175.26,135,27,41,KO/TKO,0:50,350.0
6164,Rashad Evans,Tito Ortiz,-375.0,335.0,2011-08-06,Red,False,Light Heavyweight,1,3,0,1,0,26.8333,0.532,0.2917,2.25,0.525,6,9,59,10,0,2,3,7,2,1,15,1.0,190.5,187.96,205,0,2,0,22.9167,0.373,0.0,3.6667,0.394,5,2,32,3,1,3,2,4,0,0,10,1.0,182.88,190.5,205,31,36,KO/TKO,4:48,588.0
6165,Vitor Belfort,Yoshihiro Akiyama,-320.0,290.0,2011-08-06,Red,False,Middleweight,1,3,2,0,0,44.0,0.34,0.3333,2.6667,0.583,1,2,9,0,0,1,0,0,0,0,1,1.0,177.8,185.42,170,1,0,0,9.3077,0.522,0.4615,0.4615,0.212,3,5,19,4,0,0,0,6,1,1,8,0.0,182.88,187.96,185,34,36,KO/TKO,1:52,112.0
6166,Dennis Hallman,Brian Ebersole,115.0,-125.0,2011-08-06,Blue,False,Welterweight,1,3,0,1,0,32.0,0.52,1.0,4.0,0.5,1,0,3,0,0,0,1,0,0,0,1,0.0,182.88,185.42,170,0,2,0,10.5714,0.346,1.4286,1.1429,0.189,2,4,17,1,0,0,1,1,1,0,3,1.0,175.26,182.88,155,35,30,KO/TKO,4:28,268.0
6167,Jorge Rivera,Costas Philippou,-135.0,125.0,2011-08-06,Blue,False,Middleweight,1,3,1,0,0,23.0,0.46,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1.0,180.34,185.42,185,1,0,0,26.6923,0.495,0.0769,0.4615,0.154,3,6,25,0,0,1,2,4,0,0,7,1.0,185.42,185.42,185,39,31,,,
6168,Rory MacDonald,Mike Pyle,-255.0,235.0,2011-08-06,Red,False,Welterweight,1,3,0,3,0,24.8333,0.42,1.3333,1.3333,0.173,3,2,15,0,0,0,2,0,2,0,4,1.0,182.88,187.96,170,0,1,0,26.3333,0.417,0.6667,4.0,0.577,1,1,7,0,0,0,1,0,1,0,2,1.0,182.88,193.04,170,22,35,KO/TKO,3:54,234.0
6169,Matt Hamill,Alexander Gustafsson,140.0,-150.0,2011-08-06,Blue,False,Light Heavyweight,1,3,0,2,0,9.5,0.3,1.25,0.75,0.29,2,1,5,0,0,0,0,1,2,0,3,1.0,195.58,200.66,205,1,0,0,32.8333,0.407,0.0,1.8333,0.459,5,3,26,0,1,0,2,5,0,0,9,1.0,185.42,193.04,205,34,24,KO/TKO,3:34,514.0
