,RedFighter,BlueFighter,RedOdds,BlueOdds,Date,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Finish,FinishRoundTime,TotalFightTimeSecs
1364,Miguel Baeza,Andre Fialho,-180.0,155.0,2022-04-16,Blue,False,Welterweight,1,3,1,0,0,3.3,0.41,0.0,0.25,1.0,0,1,3,0,0,0,0,0,0,0,0,1.0,182.88,187.96,170,2,0,0,4.09,0.49,2.0,0.36,0.22,4,2,15,0,0,0,1,2,1,0,4,1.0,187.96,187.96,170,29,28,KO/TKO,4:39,279.0
1365,Mayra Bueno Silva,Wu Yanan,-575.0,,2022-04-16,Red,False,Women's Bantamweight,0,3,2,0,0,4.23,0.41,0.2,0.62,0.3,1,3,10,0,0,0,0,0,1,0,1,1.0,172.72,167.64,135,1,0,1,4.01,0.59,1.5,0.64,0.29,2,2,12,1,0,0,0,0,3,0,3,1.0,167.64,167.64,135,30,25,U-DEC,5:00,900.0
1366,Pat Sabatini,TJ Laramie,-630.0,450.0,2022-04-16,Red,False,Featherweight,1,3,1,0,0,1.49,0.5,0.0,1.44,0.33,1,1,2,0,0,0,0,1,0,0,1,1.0,167.64,167.64,145,0,3,0,2.02,0.59,1.9,3.73,0.42,3,0,7,0,0,0,2,0,1,0,3,1.0,172.72,177.8,145,31,24,U-DEC,5:00,900.0
1367,Mounir Lazzez,Ange Loosa,-210.0,175.0,2022-04-16,Red,False,Welterweight,1,3,1,0,0,5.6,0.44,0.2,2.41,0.38,0,1,3,0,0,0,0,0,0,0,0,1.0,177.8,187.96,170,1,0,0,7.49,0.55,0.0,1.8,0.57,1,1,4,0,0,0,1,0,0,0,1,1.0,185.42,193.04,170,34,29,U-DEC,5:00,900.0
1368,Devin Clark,William Knight,-190.0,160.0,2022-04-16,Red,False,Heavyweight,1,3,1,0,0,2.62,0.56,0.4,1.78,0.4,3,2,17,0,0,0,2,3,0,0,5,1.0,177.8,185.42,205,2,0,0,3.03,0.54,0.1,2.17,0.32,2,6,28,0,0,0,6,0,0,0,6,1.0,182.88,190.5,205,32,34,KO/TKO,3:21,801.0
1369,Lina Lansberg,Pannie Kianzad,385.0,-525.0,2022-04-16,Blue,False,Women's Bantamweight,0,3,1,0,0,4.88,0.49,0.1,0.41,0.33,4,3,20,1,0,0,4,0,0,0,4,1.0,170.18,167.64,135,1,0,0,2.69,0.55,0.1,0.52,0.27,2,4,22,0,0,0,4,0,0,0,4,1.0,170.18,165.1,135,40,30,U-DEC,5:00,900.0
1370,Drakkar Klose,Brandon Jenkins,-590.0,425.0,2022-04-16,Red,False,Lightweight,1,3,1,0,0,2.93,0.41,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,,182.88,180.34,155,1,0,0,4.37,0.55,0.0,1.58,0.26,3,2,20,0,0,1,4,0,0,0,5,1.0,175.26,177.8,155,34,30,KO/TKO,0:33,333.0
1371,Rafa Garcia,Jesse Ronson,115.0,-135.0,2022-04-16,Red,False,Lightweight,1,3,3,0,0,3.54,0.47,0.5,0.46,0.28,0,3,10,0,0,0,0,0,0,0,0,0.0,177.8,177.8,155,0,1,0,4.19,0.42,0.3,3.61,0.44,1,2,9,0,0,0,1,0,0,0,1,1.0,170.18,177.8,155,27,36,SUB,4:50,590.0
1372,Chris Barnett,Martin Buday,240.0,-305.0,2022-04-16,Blue,False,Heavyweight,1,3,0,1,0,4.84,0.53,0.2,0.21,0.25,1,0,1,0,0,0,0,1,0,0,1,1.0,193.04,195.58,265,0,1,0,4.41,0.48,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,1.0,175.26,190.5,265,35,30,U-DEC,1:38,698.0
1373,Jordan Leavitt,Trey Ogden,115.0,-135.0,2022-04-16,Red,False,Lightweight,1,3,0,0,0,3.07,0.48,0.8,2.04,0.3,0,0,0,0,0,0,0,0,0,0,0,1.0,180.34,182.88,155,0,1,0,2.55,0.61,1.1,2.19,0.25,2,1,7,0,0,0,0,1,2,0,3,0.0,175.26,180.34,155,26,32,S-DEC,5:00,900.0
1374,Istela Nunes,Sam Hughes,-240.0,195.0,2022-04-16,Blue,False,Women's Strawweight,0,3,3,0,0,4.33,0.46,0.0,0.85,0.3,0,3,7,0,0,0,0,0,0,0,0,1.0,165.1,162.56,115,1,0,0,5.02,0.45,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1.0,162.56,167.64,115,29,29,M-DEC,5:00,900.0
1375,Alatengheili,Kevin Croom,,155.0,2022-04-16,Red,False,Bantamweight,1,3,2,0,0,2.65,0.34,0.5,0.48,0.05,0,2,7,0,0,0,0,0,0,0,0,1.0,180.34,185.42,135,1,0,1,2.64,0.32,0.0,1.99,0.45,2,1,12,0,0,1,1,0,0,0,2,1.0,165.1,167.64,135,30,34,KO/TKO,0:47,47.0
1376,Alexander Volkanovski,Chan Sung Jung,-600.0,435.0,2022-04-09,Red,True,Featherweight,1,5,0,1,0,3.93,0.41,0.6,0.7,0.44,3,5,34,1,0,0,1,4,2,0,7,1.0,170.18,182.88,145,0,10,0,6.16,0.56,0.2,1.78,0.37,10,0,33,8,0,1,6,3,0,0,10,1.0,167.64,180.34,145,33,35,KO/TKO,0:45,945.0
1377,Aljamain Sterling,Petr Yan,310.0,-410.0,2022-04-09,Red,True,Bantamweight,1,5,0,1,0,5.14,0.53,0.1,1.73,0.51,7,1,29,3,0,0,4,4,0,0,8,,170.18,170.18,135,0,6,0,4.61,0.52,0.7,2.31,0.27,6,3,40,4,0,0,6,1,4,0,12,1.0,170.18,180.34,145,32,29,S-DEC,5:00,1500.0
1378,Gilbert Burns,Khamzat Chimaev,375.0,-510.0,2022-04-09,Blue,False,Welterweight,1,3,0,4,0,5.72,0.58,2.7,3.99,0.46,4,0,5,0,0,0,0,2,2,0,4,1.0,187.96,190.5,185,0,1,0,3.29,0.48,0.5,2.24,0.38,6,4,42,1,0,0,6,3,4,0,13,1.0,177.8,180.34,170,35,27,U-DEC,5:00,900.0
1379,Mackenzie Dern,Tecia Torres,-125.0,105.0,2022-04-09,Red,False,Women's Strawweight,0,3,0,3,0,4.78,0.47,0.1,0.61,0.14,3,5,39,0,0,0,7,1,1,0,9,1.0,154.94,152.4,115,1,0,0,3.43,0.39,1.2,0.88,0.16,4,2,18,0,0,1,1,0,4,0,6,1.0,162.56,160.02,115,29,32,S-DEC,5:00,900.0
1380,Vinc Pichel,Mark Madsen,-125.0,105.0,2022-04-09,Blue,False,Lightweight,1,3,0,3,0,3.56,0.49,0.0,2.86,0.66,3,0,7,0,0,1,1,1,0,0,3,1.0,172.72,182.88,155,0,3,0,3.62,0.46,0.2,2.78,0.54,4,2,22,0,0,0,6,1,0,0,7,1.0,177.8,182.88,155,39,37,U-DEC,5:00,900.0
1381,Ian Garry,Darian Weeks,-410.0,310.0,2022-04-09,Red,False,Welterweight,1,3,1,0,0,4.49,0.51,0.0,2.0,0.3,0,1,3,0,0,0,0,0,0,0,0,1.0,180.34,182.88,170,0,1,0,5.5,0.55,0.3,0.77,0.55,1,0,1,0,0,0,0,1,0,0,1,1.0,190.5,187.96,170,24,28,U-DEC,5:00,900.0
1382,Anthony Hernandez,Josh Fremd,-195.0,165.0,2022-04-09,Red,False,Middleweight,1,3,0,0,0,2.52,0.44,1.1,0.66,0.25,0,0,0,0,0,0,0,0,0,0,0,1.0,193.04,193.04,185,0,1,0,4.3,0.59,3.0,6.62,0.49,1,2,8,0,0,0,0,0,2,0,2,1.0,182.88,190.5,185,28,28,U-DEC,5:00,900.0
1383,Aspen Ladd,Raquel Pennington,135.0,-155.0,2022-04-09,Blue,False,Women's Bantamweight,0,3,0,3,0,4.14,0.52,0.7,0.9,0.27,4,5,43,2,0,2,5,0,3,0,10,1.0,170.18,170.18,135,1,0,0,3.78,0.47,0.6,1.56,0.47,3,2,15,0,0,0,1,3,0,0,4,1.0,167.64,167.64,135,27,33,U-DEC,5:00,900.0
1384,Mickey Gall,Mike Malott,150.0,-170.0,2022-04-09,Blue,False,Welterweight,1,3,0,1,0,3.83,0.46,1.0,3.04,0.6,1,0,1,0,0,0,0,0,1,0,1,1.0,185.42,185.42,170,1,0,0,3.33,0.48,1.6,1.18,0.32,3,4,20,0,0,0,1,0,5,0,6,,187.96,187.96,170,30,30,KO/TKO,3:41,221.0
1385,Aleksei Oleinik,Jared Vanderaa,130.0,-150.0,2022-04-09,Red,False,Heavyweight,1,3,2,0,0,4.96,0.44,0.0,0.18,0.5,1,3,11,0,0,0,1,1,0,0,2,1.0,193.04,203.2,265,3,0,0,3.29,0.48,1.9,1.82,0.46,2,7,25,0,0,1,0,1,6,0,8,1.0,187.96,203.2,240,44,29,SUB,3:39,219.0
1386,Piera Rodriguez,Kay Hansen,-125.0,105.0,2022-04-09,Red,False,Women's Strawweight,0,3,2,0,0,3.01,0.5,0.8,1.83,0.22,1,2,9,0,0,0,0,0,1,0,1,1.0,157.48,160.02,115,0,1,0,3.64,0.47,0.0,3.11,0.41,1,0,3,0,0,0,1,0,0,0,1,1.0,160.02,160.02,115,29,22,U-DEC,5:00,900.0
1387,Julio Arce,Daniel Santos,-200.0,170.0,2022-04-09,Red,False,Bantamweight,1,3,0,0,0,4.26,0.37,0.0,1.9,0.5,0,0,0,0,0,0,0,0,0,0,0,1.0,170.18,170.18,135,1,0,0,4.36,0.36,0.3,0.46,0.28,3,3,21,0,0,0,1,3,1,0,5,0.0,170.18,177.8,145,32,27,U-DEC,5:00,900.0
1388,Curtis Blaydes,Chris Daukaus,-600.0,435.0,2022-03-26,Red,False,Heavyweight,1,5,1,0,0,6.05,0.5,0.0,0.0,0.0,4,1,6,0,0,0,0,4,0,0,4,1.0,190.5,193.04,205,0,1,0,3.54,0.5,0.0,5.69,0.53,5,3,35,1,0,0,5,5,0,0,10,1.0,193.04,203.2,265,31,32,KO/TKO,0:17,317.0
1389,Joanne Wood,Alexa Grasso,240.0,-305.0,2022-03-26,Blue,False,Women's Flyweight,0,3,0,2,0,4.67,0.43,0.6,0.41,0.45,2,3,22,2,0,1,4,0,0,0,5,1.0,165.1,167.64,125,2,0,0,7.1,0.51,0.3,1.52,0.55,2,7,32,0,0,1,4,1,1,0,7,1.0,167.64,165.1,125,36,28,SUB,3:57,237.0
1390,Matt Brown,Bryan Barberena,-105.0,-115.0,2022-03-26,Blue,False,Welterweight,1,3,0,1,0,5.35,0.48,0.3,0.13,0.22,2,6,34,0,0,0,3,3,1,0,7,0.0,182.88,182.88,185,0,1,0,3.76,0.55,1.3,1.68,0.46,7,12,63,0,0,0,2,12,2,0,16,1.0,182.88,190.5,170,41,32,S-DEC,5:00,900.0
1391,Askar Askarov,Kai Kara-France,-450.0,340.0,2022-03-26,Blue,False,Flyweight,1,3,0,2,0,4.56,0.39,0.0,0.61,0.33,3,2,19,1,0,1,3,2,0,0,6,1.0,162.56,175.26,125,0,3,1,3.05,0.54,0.4,2.6,0.24,3,0,12,0,0,0,3,0,0,0,3,1.0,167.64,170.18,125,29,29,U-DEC,5:00,900.0
1392,Neil Magny,Max Griffin,-280.0,225.0,2022-03-26,Red,False,Welterweight,1,3,0,3,0,3.92,0.49,0.3,1.45,0.41,3,6,32,0,1,0,2,3,0,0,6,1.0,180.34,193.04,170,0,1,0,3.44,0.46,0.2,2.15,0.4,7,7,69,0,0,1,11,5,1,0,18,1.0,190.5,203.2,170,34,36,S-DEC,5:00,900.0
1393,Marc Diakiese,Viacheslav Borshchev,115.0,-135.0,2022-03-26,Red,False,Lightweight,1,3,0,2,0,5.4,0.53,0.0,0.0,0.0,2,0,3,0,0,0,0,2,0,0,2,1.0,180.34,175.26,155,2,0,0,2.54,0.4,0.0,3.29,0.43,3,5,25,0,0,0,3,2,0,0,5,1.0,177.8,185.42,155,29,30,U-DEC,5:00,900.0
1394,Sara McMann,Karol Rosa,220.0,-275.0,2022-03-26,Red,False,Women's Bantamweight,0,3,0,4,0,6.49,0.56,0.0,1.2,0.46,4,0,12,0,0,1,3,0,0,0,4,1.0,165.1,170.18,135,1,0,0,2.26,0.46,0.5,4.38,0.65,5,6,37,1,0,1,5,1,3,0,10,1.0,167.64,167.64,135,41,27,U-DEC,5:00,900.0
1395,Chris Gutierrez,Batgerel Danaa,135.0,-155.0,2022-03-26,Red,False,Bantamweight,1,3,0,3,0,5.38,0.36,0.0,0.52,0.5,3,1,6,0,0,0,0,3,0,0,3,1.0,170.18,177.8,135,0,5,1,4.72,0.59,0.1,0.26,0.3,3,1,19,0,0,2,2,1,0,0,5,1.0,175.26,170.18,135,30,32,KO/TKO,2:34,454.0
1396,Aliaskhab Khizriev,Denis Tiuliulin,-1000.0,650.0,2022-03-26,Red,False,Middleweight,1,3,0,0,0,3.61,0.41,0.0,0.96,0.42,0,0,0,0,0,0,0,0,0,0,0,1.0,185.42,195.58,185,0,1,0,6.01,0.64,3.8,5.64,0.6,1,0,1,0,0,0,0,0,1,0,1,0.0,175.26,187.96,185,31,33,SUB,1:58,418.0
1397,Jennifer Maia,Manon Fiorot,375.0,-510.0,2022-03-26,Blue,False,Women's Flyweight,0,3,0,3,0,6.26,0.41,0.0,1.17,0.42,3,0,7,0,0,0,1,2,0,0,3,1.0,170.18,165.1,125,1,0,0,4.35,0.38,0.1,0.42,0.27,2,4,24,1,0,0,3,0,1,0,4,1.0,162.56,162.56,125,33,32,U-DEC,5:00,900.0
1398,Matheus Nicolau,David Dvorak,105.0,-125.0,2022-03-26,Red,False,Flyweight,1,3,0,3,0,3.48,0.43,0.2,0.58,0.3,3,0,7,0,0,0,2,0,1,0,3,1.0,165.1,172.72,125,0,2,0,3.62,0.52,0.8,1.38,0.45,3,1,16,0,0,2,2,0,1,0,5,1.0,167.64,167.64,125,29,29,U-DEC,5:00,900.0
1399,Luis Saldana,Bruno Souza,130.0,-150.0,2022-03-26,Red,False,Featherweight,1,3,1,0,0,3.73,0.39,0.0,0.5,0.16,0,1,3,0,0,0,0,0,0,0,0,1.0,177.8,177.8,145,1,0,0,5.16,0.5,0.2,0.64,0.17,2,1,9,0,0,0,1,1,0,0,2,1.0,180.34,185.42,145,31,26,U-DEC,5:00,900.0
1400,Alexander Volkov,Tom Aspinall,115.0,-135.0,2022-03-19,Blue,False,Heavyweight,1,5,0,4,0,8.07,0.67,1.6,3.27,1.0,4,0,5,2,0,0,0,3,1,0,4,1.0,195.58,198.12,256,0,1,0,5.13,0.57,0.2,0.45,0.63,4,3,36,0,0,1,3,4,0,0,8,1.0,200.66,203.2,250,33,28,SUB,3:45,225.0
1401,Arnold Allen,Dan Hooker,-110.0,-110.0,2022-03-19,Red,False,Featherweight,1,3,1,0,0,5.03,0.48,0.3,0.73,0.34,4,7,42,0,0,1,2,6,2,0,11,,182.88,190.5,155,0,8,0,3.45,0.41,0.3,0.93,0.47,8,0,24,0,0,1,5,0,2,0,8,0.0,172.72,177.8,145,28,32,KO/TKO,2:33,153.0
1402,Paddy Pimblett,Kazula Vargas,-760.0,,2022-03-19,Red,False,Lightweight,1,3,0,1,0,3.65,0.53,0.4,0.4,0.25,1,2,7,0,0,0,1,0,0,0,1,0.0,172.72,180.34,155,0,1,0,4.94,0.53,2.1,0.91,0.25,1,0,1,0,0,0,0,1,0,0,1,1.0,177.8,185.42,155,27,36,SUB,3:49,229.0
1403,Gunnar Nelson,Takashi Sato,-525.0,385.0,2022-03-19,Red,False,Welterweight,1,3,1,0,0,2.21,0.41,0.0,0.76,0.37,1,2,8,0,0,0,0,2,0,0,2,0.0,177.8,185.42,170,2,0,0,1.84,0.61,1.0,1.9,0.59,4,5,29,0,0,0,1,0,7,0,8,,180.34,182.88,170,33,31,U-DEC,5:00,900.0
1404,Molly McCann,Luana Carolina,-140.0,120.0,2022-03-19,Red,False,Women's Flyweight,0,3,0,2,0,4.81,0.5,0.6,0.34,0.37,2,1,13,0,0,1,3,0,0,0,4,1.0,167.64,175.26,125,0,1,0,5.39,0.49,0.5,1.84,0.36,3,3,20,0,0,0,4,0,0,0,4,1.0,162.56,157.48,115,31,28,KO/TKO,1:52,712.0
1405,Jai Herbert,Ilia Topuria,435.0,-600.0,2022-03-19,Blue,False,Lightweight,1,3,0,3,0,4.4,0.46,1.3,1.92,0.56,3,0,5,1,0,0,1,2,0,0,3,1.0,170.18,175.26,145,0,1,0,3.16,0.42,0.0,0.5,0.23,1,2,6,0,0,0,0,1,0,0,1,1.0,185.42,195.58,155,33,25,KO/TKO,1:07,367.0
1406,Mike Grundy,Makwan Amirkhani,-240.0,195.0,2022-03-19,Blue,False,Featherweight,1,3,3,0,0,1.33,0.44,1.1,3.96,0.43,3,5,25,0,0,1,1,1,3,0,6,0.0,177.8,182.88,145,2,0,0,2.09,0.45,0.4,4.06,0.28,1,2,8,0,0,0,0,1,0,0,1,1.0,170.18,182.88,145,35,33,SUB,0:57,57.0
1407,Shamil Abdurakhimov,Sergei Pavlovich,270.0,-350.0,2022-03-19,Blue,False,Heavyweight,1,3,0,2,0,5.86,0.44,0.0,0.0,0.0,2,1,3,1,0,0,0,2,0,0,2,0.0,190.5,213.36,257,2,0,0,2.41,0.44,0.1,1.01,0.23,3,4,21,0,0,1,2,2,0,0,5,1.0,190.5,193.04,235,40,29,KO/TKO,4:03,243.0
1408,Nikita Krylov,Paul Craig,-200.0,170.0,2022-03-19,Blue,False,Light Heavyweight,1,3,0,4,1,2.45,0.46,1.6,1.68,0.2,3,4,22,0,0,0,0,2,5,0,7,1.0,190.5,193.04,185,1,0,0,4.38,0.55,1.4,2.29,0.38,5,6,26,0,0,0,1,3,4,0,8,1.0,190.5,195.58,205,30,34,SUB,3:57,237.0
1409,Jack Shore,Timur Valiev,-130.0,110.0,2022-03-19,Red,False,Bantamweight,1,3,0,2,0,5.19,0.53,0.3,1.73,0.4,2,0,8,0,1,0,1,0,0,0,2,1.0,167.64,170.18,135,0,4,0,3.75,0.58,0.7,3.1,0.38,4,0,11,0,0,1,1,0,2,0,4,1.0,172.72,180.34,145,27,32,U-DEC,5:00,900.0
1410,Cory McKenna,Elise Reed,-300.0,235.0,2022-03-19,Blue,False,Women's Strawweight,0,3,1,0,0,2.66,0.49,0.0,0.58,0.6,0,1,1,0,0,0,0,0,0,0,0,1.0,160.02,160.02,115,0,2,0,3.0,0.4,0.4,2.22,0.58,2,0,6,0,0,0,2,0,0,0,2,1.0,160.02,147.32,115,22,29,S-DEC,5:00,900.0
1411,Muhammad Mokaev,Cody Durden,-490.0,360.0,2022-03-19,Red,False,Flyweight,1,3,0,1,1,3.19,0.5,0.8,4.6,0.5,1,1,7,0,0,0,1,0,0,0,1,0.0,170.18,170.18,125,0,0,0,1.61,0.45,0.8,5.29,0.41,0,0,0,0,0,0,0,0,0,0,0,1.0,170.18,177.8,125,21,30,SUB,0:58,58.0
1412,Thiago Santos,Magomed Ankalaev,450.0,-630.0,2022-03-12,Blue,False,Light Heavyweight,1,5,0,7,0,3.64,0.53,0.0,1.02,0.31,7,1,18,1,0,0,3,4,0,0,7,1.0,190.5,190.5,205,0,1,0,3.72,0.48,0.1,0.88,0.33,4,8,48,1,0,0,3,11,0,0,14,1.0,187.96,193.04,205,38,29,U-DEC,5:00,1500.0
1413,Marlon Moraes,Song Yadong,230.0,,2022-03-12,Blue,False,Bantamweight,1,3,0,2,1,4.49,0.43,0.2,0.66,0.4,4,1,21,0,0,1,2,3,1,0,7,1.0,172.72,170.18,135,3,0,0,3.37,0.4,0.3,0.87,0.41,4,5,20,1,0,2,0,2,1,0,5,1.0,167.64,170.18,135,33,24,KO/TKO,2:06,126.0
1414,Sodiq Yusuff,Alex Caceres,-290.0,230.0,2022-03-12,Red,False,Featherweight,1,3,0,5,0,4.21,0.49,0.7,0.54,0.68,5,10,64,0,0,3,6,1,4,0,14,0.0,177.8,185.42,145,1,0,0,5.66,0.49,0.4,0.28,0.2,5,1,14,0,0,0,3,2,0,0,5,1.0,175.26,180.34,145,28,33,U-DEC,5:00,900.0
1415,Khalil Rountree Jr.,Karl Roberson,125.0,-145.0,2022-03-12,Red,False,Light Heavyweight,1,3,2,0,0,2.57,0.51,0.5,0.72,0.4,2,4,15,0,0,1,1,1,2,0,5,0.0,185.42,187.96,205,0,1,0,3.84,0.39,0.1,0.0,0.0,3,5,20,1,0,0,1,4,0,0,5,0.0,185.42,193.04,205,32,31,KO/TKO,0:25,325.0
1416,Drew Dober,Terrance McKinney,-155.0,135.0,2022-03-12,Red,False,Lightweight,1,3,0,2,0,4.53,0.5,1.0,3.45,0.36,2,1,4,0,0,0,0,1,1,0,2,,177.8,185.42,155,2,0,0,4.39,0.4,0.1,0.67,0.17,3,7,36,0,0,0,3,6,1,0,10,0.0,172.72,177.8,155,33,27,KO/TKO,3:17,197.0
1417,Alex Pereira,Bruno Silva,-220.0,180.0,2022-03-12,Red,False,Middleweight,1,3,0,3,0,4.12,0.49,0.0,0.93,0.27,3,0,5,0,0,0,0,3,0,0,3,1.0,182.88,187.96,185,0,1,0,5.23,0.63,0.3,0.17,1.0,1,0,2,5,0,0,0,1,0,0,1,1.0,193.04,200.66,205,34,32,U-DEC,5:00,900.0
1418,Matthew Semelsberger,AJ Fletcher,-195.0,165.0,2022-03-12,Red,False,Welterweight,1,3,0,1,0,3.36,0.49,0.9,1.54,0.35,1,0,1,0,0,0,0,1,0,0,1,,177.8,170.18,170,0,1,0,3.78,0.43,0.4,1.02,0.57,2,1,8,0,0,0,1,2,0,0,3,,185.42,190.5,170,29,25,U-DEC,5:00,900.0
1419,JJ Aldrich,Gillian Robertson,100.0,-120.0,2022-03-12,Red,False,Women's Flyweight,0,3,0,1,0,2.83,0.48,1.1,2.48,0.42,2,4,22,0,0,0,1,1,5,0,7,1.0,165.1,160.02,115,0,2,0,3.88,0.46,0.0,0.66,0.23,3,3,26,0,0,1,5,0,0,0,6,0.0,165.1,170.18,125,29,26,U-DEC,5:00,900.0
1420,Trevin Jones,Javid Basharat,160.0,-190.0,2022-03-12,Blue,False,Bantamweight,1,3,0,1,0,5.42,0.53,0.2,1.7,0.4,1,0,3,0,0,0,0,0,1,0,1,1.0,175.26,175.26,135,1,0,0,2.13,0.37,0.2,0.62,0.15,1,1,7,0,0,0,0,1,0,0,1,0.0,170.18,177.8,135,31,26,U-DEC,5:00,900.0
1421,Damon Jackson,Kamuela Kirk,-130.0,110.0,2022-03-12,Red,False,Featherweight,1,3,0,1,0,3.22,0.5,1.2,1.5,0.26,1,1,6,0,0,0,1,0,0,0,1,,177.8,190.5,155,0,1,1,2.9,0.42,1.2,2.34,0.34,1,2,13,0,0,0,1,0,1,0,2,,180.34,180.34,145,33,27,SUB,4:42,582.0
1422,Sabina Mazo,Miranda Maverick,280.0,-365.0,2022-03-12,Blue,False,Women's Flyweight,0,3,2,0,0,3.59,0.45,0.3,2.43,0.45,2,2,10,0,0,0,1,1,0,0,2,0.0,160.02,165.1,125,2,0,0,6.1,0.43,0.2,0.65,0.8,3,3,18,0,0,1,1,0,1,0,3,1.0,170.18,177.8,125,24,24,SUB,2:15,435.0
1423,Dalcha Lungiambula,Cody Brundage,-145.0,125.0,2022-03-12,Blue,False,Middleweight,1,3,2,0,0,1.62,0.54,0.9,2.31,0.5,0,2,4,0,0,0,0,0,0,0,0,1.0,182.88,182.88,185,1,0,0,3.07,0.45,0.0,2.14,0.45,1,2,12,0,0,0,1,1,0,0,2,1.0,172.72,193.04,185,34,27,SUB,3:41,221.0
1424,Kris Moutinho,Guido Cannetti,-160.0,140.0,2022-03-12,Blue,False,Bantamweight,1,3,3,0,0,3.44,0.55,0.4,2.27,0.55,1,5,15,0,0,0,2,0,0,0,2,0.0,167.64,172.72,135,1,0,0,4.86,0.32,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,0.0,170.18,172.72,135,29,42,KO/TKO,2:07,127.0
1425,Tafon Nchukwi,Azamat Murzakanov,170.0,-200.0,2022-03-12,Blue,False,Light Heavyweight,1,3,0,1,0,4.72,0.56,0.0,0.62,0.15,1,0,1,0,0,0,0,1,0,0,1,0.0,177.8,180.34,205,0,1,0,5.57,0.52,0.0,0.76,0.57,2,1,11,0,0,0,2,1,0,0,3,1.0,182.88,195.58,185,27,32,KO/TKO,0:44,644.0
1426,Colby Covington,Jorge Masvidal,-310.0,245.0,2022-03-05,Red,False,Welterweight,1,5,2,0,0,4.05,0.47,0.3,1.38,0.59,4,9,72,3,0,1,8,7,1,0,17,1.0,180.34,187.96,170,1,0,0,3.88,0.38,0.2,3.79,0.44,7,3,48,4,0,0,6,3,2,0,11,1.0,180.34,182.88,170,34,37,U-DEC,5:00,1500.0
1427,Rafael Dos Anjos,Renato Moicano,-190.0,160.0,2022-03-05,Red,False,Catch Weight,1,3,0,2,0,4.38,0.48,0.6,1.89,0.45,3,4,24,0,0,2,1,0,5,0,8,1.0,180.34,182.88,155,0,1,0,3.48,0.47,0.6,1.95,0.35,5,11,91,4,0,1,10,4,4,0,19,0.0,172.72,177.8,170,37,32,U-DEC,5:00,1500.0
1428,Edson Barboza,Bryce Mitchell,150.0,-170.0,2022-03-05,Blue,False,Featherweight,1,3,0,5,0,2.3,0.58,1.6,3.45,0.41,5,0,13,0,1,0,3,0,1,0,5,0.0,177.8,177.8,145,1,0,0,4.11,0.44,0.1,0.45,0.5,4,10,67,0,1,1,6,8,0,0,16,1.0,180.34,190.5,145,36,27,U-DEC,5:00,900.0
1429,Kevin Holland,Alex Oliveira,-435.0,330.0,2022-03-05,Red,False,Welterweight,1,3,3,0,0,2.99,0.51,0.6,2.35,0.38,4,9,47,0,0,1,3,4,3,0,11,1.0,180.34,193.04,170,2,0,0,4.25,0.49,0.6,0.84,0.38,5,4,37,0,0,2,2,3,2,0,9,1.0,190.5,205.74,185,29,34,KO/TKO,0:38,338.0
1430,Serghei Spivac,Greg Hardy,-180.0,155.0,2022-03-05,Red,False,Heavyweight,1,3,2,0,0,4.79,0.5,0.0,0.2,0.33,2,4,20,0,0,0,1,5,0,0,6,1.0,195.58,203.2,265,1,0,0,3.51,0.49,0.7,4.63,0.65,3,3,15,0,1,0,1,1,1,0,4,1.0,190.5,198.12,260,27,33,KO/TKO,2:16,136.0
1431,Jalin Turner,Jamie Mullarkey,-160.0,140.0,2022-03-05,Red,False,Lightweight,1,3,0,2,0,4.39,0.46,0.1,2.31,0.34,2,2,9,0,0,0,0,2,0,0,2,1.0,182.88,187.96,155,0,3,0,5.6,0.48,1.1,0.79,0.55,3,2,11,0,0,0,0,3,2,0,5,0.0,190.5,195.58,155,26,27,KO/TKO,0:46,346.0
