,RedFighter,BlueFighter,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Finish,TotalFightTimeSecs,strike_accuracy_Red,takedown_accuracy_Red,connected_strikes_per_minute_Red,absorved_strikes_per_minute_Red,strikes_defense_Red,takedown_defense_Red,takedown_avg_Red,submission_avg_Red,knockdown_avg_Red,avg_fight_time_Red,weight_Red,height_Red,reach_Red,age_Red,win_by_ko_tko_win_Red,win_by_ko_tko_win_percent_Red,win_by_dec_win_Red,win_by_dec_win_percent_Red,win_by_sub_win_Red,win_by_sub_win_percent_Red,strike_accuracy_Blue,takedown_accuracy_Blue,connected_strikes_per_minute_Blue,absorved_strikes_per_minute_Blue,strikes_defense_Blue,takedown_defense_Blue,takedown_avg_Blue,submission_avg_Blue,knockdown_avg_Blue,avg_fight_time_Blue,weight_Blue,height_Blue,reach_Blue,age_Blue,win_by_ko_tko_win_Blue,win_by_ko_tko_win_percent_Blue,win_by_dec_win_Blue,win_by_dec_win_percent_Blue,win_by_sub_win_Blue,win_by_sub_win_percent_Blue
39,gaston bolanos,cortavious romious,Red,False,Bantamweight,1,3,0,1,0,2.1,0.37,1.0,1.97,0.66,1,1,4,0,0,0,1,0,0,0,1,0.0,162.56,172.72,135,1,0,0,3.74,0.5,0.0,0.78,1.0,1,1,5,0,0,0,1,0,0,0,1,1.0,170.18,175.26,135,32,30,U-DEC,900.0,0.51,1.0,3.74,2.57,0.52,0.43,0.78,0.0,0.0,12.83,135.5,67.0,69.0,32.0,6.0,0.75,2.0,0.25,0.0,0.0,0.38,0.67,2.1,3.02,0.39,0.7,1.97,0.98,0.49,10.17,136.0,64.0,68.0,31.0,2.0,0.22,2.0,0.22,5.0,0.56
40,luana pinheiro,gillian robertson,Blue,False,Women's Strawweight,0,3,0,2,0,2.89,0.48,1.0,2.68,0.39,2,6,37,0,0,0,2,2,7,0,11,1.0,165.1,160.02,115,2,0,0,3.42,0.4,0.2,1.8,0.33,4,2,13,0,0,1,1,1,0,0,4,1.0,157.48,157.48,115,31,29,U-DEC,900.0,0.4,0.33,3.42,4.03,0.62,0.69,1.8,0.2,0.4,10.73,115.5,62.5,62.5,32.0,2.0,0.18,4.0,0.36,5.0,0.45,0.49,0.4,2.89,2.95,0.57,0.41,2.68,0.98,0.0,10.25,116.0,65.0,63.0,29.0,2.0,0.13,4.0,0.27,9.0,0.6
41,karolina kowalkiewicz,denise gomes,Blue,False,Women's Strawweight,0,3,0,1,0,4.55,0.5,0.9,0.72,0.25,2,2,15,0,0,1,1,2,0,0,4,1.0,157.48,160.02,115,1,0,0,5.54,0.43,0.2,0.31,0.22,4,8,46,1,0,2,6,0,1,0,9,1.0,160.02,162.56,115,39,24,U-DEC,900.0,0.43,0.23,5.54,5.51,0.58,0.75,0.31,0.19,0.0,13.25,115.5,63.0,64.0,39.0,1.0,0.06,12.0,0.75,3.0,0.19,0.5,0.25,4.55,3.11,0.51,0.67,0.72,0.9,0.36,11.87,115.0,62.0,63.0,25.0,6.0,0.6,4.0,0.4,0.0,0.0
42,matthew semelsberger,charles radtke,Blue,False,Welterweight,1,3,1,0,0,3.38,0.53,0.0,0.59,0.12,2,1,5,0,0,0,1,1,0,0,2,1.0,175.26,182.88,170,3,0,0,3.77,0.42,0.4,1.01,0.57,2,5,26,0,0,0,3,2,0,0,5,,185.42,190.5,170,31,34,KO/TKO,51.0,0.43,0.57,3.77,4.24,0.54,0.46,1.01,0.38,1.26,10.82,171.0,73.0,75.0,32.0,6.0,0.55,4.0,0.36,1.0,0.09,0.36,0.31,2.46,7.13,0.43,0.72,0.61,0.22,0.0,0.0,171.0,69.0,72.0,34.0,5.0,0.5,3.0,0.3,2.0,0.2
43,cody stamann,da'mon blackshear,Blue,False,Bantamweight,1,3,2,0,1,4.3,0.47,1.4,2.17,0.37,2,3,13,0,0,0,0,1,1,0,2,,177.8,182.88,135,2,0,1,4.32,0.46,0.0,2.17,0.37,3,6,37,0,0,2,4,1,0,0,7,1.0,167.64,162.56,135,35,30,SUB,259.0,0.47,0.37,4.32,3.91,0.6,0.76,2.17,0.0,0.17,11.98,135.5,66.5,64.5,35.0,7.0,0.33,12.0,0.57,2.0,0.1,0.47,0.38,4.3,4.06,0.49,0.68,2.17,1.44,0.0,8.9,135.5,70.0,72.0,30.0,2.0,0.13,3.0,0.2,10.0,0.67
44,tresean gore,antonio trocoli,Red,False,Middleweight,1,3,1,0,0,1.29,0.5,0.8,0.84,0.11,0,1,4,0,0,0,0,0,0,0,0,1.0,198.12,200.66,185,0,1,0,3.0,0.54,1.7,3.46,0.75,1,2,6,0,0,0,0,0,1,0,1,,182.88,190.5,185,30,33,SUB,83.0,0.55,0.75,3.0,5.88,0.47,0.83,3.46,1.73,0.0,6.52,186.0,72.0,75.0,30.0,2.0,0.33,1.0,0.17,3.0,0.5,0.5,0.11,1.29,5.79,0.24,0.5,0.84,0.84,0.0,5.93,186.0,77.0,80.0,34.0,3.0,0.25,4.0,0.33,5.0,0.42
45,brandon moreno,amir albazi,Red,False,Flyweight,1,5,0,5,0,2.72,0.34,0.5,1.39,0.32,5,0,13,0,0,1,1,1,2,0,5,1.0,165.1,172.72,125,2,0,2,3.99,0.43,0.4,1.59,0.46,3,5,53,6,0,1,2,3,3,0,9,1.0,170.18,177.8,125,30,31,U-DEC,1500.0,0.44,0.46,3.99,3.53,0.61,0.64,1.59,0.42,0.21,16.67,135.0,67.0,70.0,30.0,5.0,0.23,6.0,0.27,11.0,0.5,0.35,0.32,2.72,3.71,0.62,0.5,1.39,0.52,0.35,14.42,125.5,65.0,68.0,31.0,5.0,0.29,3.0,0.18,9.0,0.53
46,erin blanchfield,rose namajunas,Red,False,Women's Flyweight,0,3,0,2,0,3.71,0.42,0.4,1.46,0.5,3,5,52,7,0,2,4,2,3,0,11,1.0,165.1,165.1,125,1,0,0,5.24,0.44,0.8,1.86,0.31,6,1,19,0,0,0,3,0,3,0,6,1.0,162.56,167.64,125,25,32,U-DEC,1500.0,0.44,0.32,5.24,4.21,0.59,0.8,1.86,0.8,0.0,14.12,125.5,64.0,66.0,25.0,2.0,0.15,7.0,0.54,4.0,0.31,0.42,0.51,3.71,3.48,0.64,0.61,1.46,0.39,0.28,15.68,125.0,65.0,65.0,32.0,2.0,0.14,6.0,0.43,6.0,0.43
47,caio machado,brendson ribeiro,Blue,False,Light Heavyweight,1,3,2,0,0,3.16,0.42,0.4,1.27,0.5,1,2,5,0,0,0,0,1,0,0,1,1.0,190.5,205.74,205,2,0,0,5.82,0.53,0.0,0.0,0.0,1,2,9,0,0,0,1,0,0,0,1,0.0,193.04,198.12,250,30,28,S-DEC,900.0,0.54,0.0,5.82,2.87,0.64,0.82,0.0,0.0,0.0,15.0,205.0,76.0,78.0,30.0,4.0,0.5,2.0,0.25,2.0,0.25,0.42,0.5,3.16,3.92,0.55,0.7,1.27,0.42,0.42,8.87,205.0,75.0,81.0,28.0,9.0,0.56,1.0,0.06,6.0,0.38
48,ariane da silva,jasmine jasudavicius,Blue,False,Women's Flyweight,0,3,0,2,0,3.7,0.44,0.6,2.5,0.43,2,2,24,0,0,0,5,0,1,0,6,1.0,170.18,172.72,125,1,0,0,4.04,0.41,0.3,0.52,0.55,3,6,29,0,0,1,3,0,2,0,6,1.0,167.64,170.18,125,30,35,SUB,748.0,0.42,0.56,4.04,3.87,0.53,0.68,0.52,0.31,0.31,11.18,125.0,66.0,67.0,31.0,6.0,0.35,7.0,0.41,4.0,0.24,0.46,0.45,3.71,3.67,0.51,0.75,2.55,0.51,0.1,14.68,125.0,67.0,68.0,35.0,2.0,0.15,8.0,0.62,3.0,0.23
49,marc-andre barriault,dustin stoltzfus,Blue,False,Middleweight,1,3,1,0,0,3.47,0.44,1.1,2.31,0.41,1,5,17,0,0,0,1,1,1,0,3,1.0,182.88,190.5,185,2,0,0,5.98,0.47,0.1,0.21,0.25,2,7,31,0,0,0,2,2,1,0,5,1.0,185.42,187.96,185,34,32,KO/TKO,268.0,0.48,0.25,5.98,5.58,0.52,0.67,0.21,0.1,0.31,10.33,185.0,73.0,74.0,34.0,10.0,0.63,5.0,0.31,1.0,0.06,0.45,0.41,3.47,3.29,0.47,0.46,2.31,1.15,0.38,8.67,185.5,72.0,75.0,33.0,3.0,0.19,7.0,0.44,6.0,0.38
50,mike malott,trevin giles,Red,False,Welterweight,1,3,2,0,0,3.17,0.54,0.3,1.07,0.5,3,6,32,0,0,2,2,3,0,0,7,1.0,182.88,187.96,170,1,0,0,3.85,0.46,0.8,2.27,0.56,4,1,8,0,0,0,0,1,3,0,4,1.0,185.42,185.42,170,32,32,U-DEC,900.0,0.47,0.56,3.85,3.06,0.53,0.17,2.27,0.76,0.5,8.48,170.5,73.0,73.0,33.0,4.0,0.36,1.0,0.09,6.0,0.55,0.54,0.5,3.17,2.39,0.58,0.72,1.07,0.29,0.29,10.98,170.0,72.0,74.0,32.0,6.0,0.38,5.0,0.31,5.0,0.31
51,aiemann zahabi,pedro munhoz,Red,False,Bantamweight,1,3,2,0,0,5.38,0.41,0.5,0.48,0.16,4,9,51,0,0,0,4,3,3,0,10,1.0,167.64,165.1,135,0,4,0,4.06,0.46,0.0,0.16,0.14,4,2,17,0,0,0,3,2,0,0,5,1.0,172.72,172.72,135,36,38,U-DEC,900.0,0.46,0.14,4.06,4.06,0.71,0.83,0.16,0.0,0.49,11.38,135.5,68.0,68.5,37.0,6.0,0.5,4.0,0.33,2.0,0.17,0.42,0.16,5.38,6.29,0.56,0.82,0.48,0.48,0.42,11.47,135.0,66.0,64.5,38.0,5.0,0.26,6.0,0.32,8.0,0.42
52,charles jourdain,victor henry,Red,False,Bantamweight,1,3,0,2,0,7.66,0.53,0.4,0.84,0.36,2,1,14,0,0,1,1,1,0,0,3,,170.18,172.72,135,2,0,1,5.43,0.48,0.6,0.34,0.21,2,7,36,0,0,0,2,2,2,0,6,,175.26,175.26,135,28,37,SUB,523.0,0.49,0.21,5.43,4.27,0.57,0.47,0.34,0.59,0.51,11.85,135.0,69.0,69.0,29.0,8.0,0.5,2.0,0.13,6.0,0.38,0.54,0.36,7.66,5.48,0.48,0.84,0.84,0.42,0.42,11.93,135.0,67.0,68.0,37.0,7.0,0.29,9.0,0.38,8.0,0.33
53,jack shore,youssef zalal,Blue,False,Featherweight,1,3,0,2,1,2.84,0.49,1.5,2.34,0.35,3,3,24,0,0,0,3,0,2,0,5,,177.8,182.88,145,1,0,0,3.6,0.58,0.6,3.22,0.39,5,2,20,0,0,1,2,0,3,0,6,1.0,172.72,180.34,145,29,28,SUB,359.0,0.58,0.4,3.6,2.31,0.56,0.74,3.22,0.61,0.31,10.87,145.5,68.0,71.0,29.0,4.0,0.24,4.0,0.24,9.0,0.53,0.51,0.31,3.07,1.8,0.67,0.59,2.09,1.32,0.22,12.43,146.0,70.0,72.0,28.0,4.0,0.24,4.0,0.24,9.0,0.53
54,alexandr romanov,rodrigo nascimento,Red,False,Heavyweight,1,3,1,0,0,3.71,0.47,0.5,1.02,0.37,3,2,18,0,0,2,1,0,2,0,5,1.0,187.96,203.2,246,1,0,0,3.78,0.51,0.9,4.49,0.55,5,3,17,0,0,1,1,1,3,0,6,0.0,187.96,190.5,262,33,31,U-DEC,900.0,0.52,0.55,3.78,2.13,0.54,0.29,4.49,0.86,0.0,8.68,261.0,74.0,75.0,34.0,6.0,0.33,3.0,0.17,9.0,0.5,0.47,0.38,3.71,4.34,0.45,0.61,1.02,0.51,0.0,9.82,264.0,74.0,80.0,32.0,2.0,0.2,2.0,0.2,6.0,0.6
55,serhiy sidey,garrett armfield,Red,False,Bantamweight,1,3,1,0,0,5.35,0.53,0.6,1.1,0.5,2,2,9,0,0,0,1,1,0,0,2,1.0,167.64,177.8,135,1,0,0,4.87,0.39,1.4,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,,180.34,182.88,135,28,28,S-DEC,900.0,0.39,0.0,4.87,4.44,0.53,0.2,0.0,1.39,0.46,10.82,135.0,71.0,72.0,28.0,7.0,0.64,3.0,0.27,1.0,0.09,0.54,0.5,5.35,3.64,0.56,0.65,1.1,0.55,0.55,10.87,135.0,66.0,70.0,28.0,6.0,0.6,1.0,0.1,3.0,0.3
56,chad anheliger,cody gibson,Blue,False,Bantamweight,1,3,0,1,0,3.47,0.44,0.7,2.18,0.4,1,5,16,0,0,0,0,1,1,0,2,1.0,177.8,180.34,135,0,1,0,3.11,0.46,0.5,0.68,0.3,2,2,15,0,0,1,1,1,0,0,3,1.0,167.64,162.56,135,37,37,U-DEC,900.0,0.46,0.31,3.11,2.76,0.54,0.38,0.68,0.51,0.51,14.73,135.0,66.0,64.5,38.0,7.0,0.54,3.0,0.23,3.0,0.23,0.44,0.41,3.47,3.36,0.57,0.68,2.18,0.67,0.34,11.2,135.5,70.0,71.0,37.0,7.0,0.32,9.0,0.41,6.0,0.27
57,ilia topuria,max holloway,Red,True,Featherweight,1,5,0,3,0,7.16,0.47,0.3,0.25,0.53,13,7,98,9,0,1,8,11,2,0,22,1.0,180.34,175.26,145,0,7,0,4.69,0.47,1.1,2.02,0.61,7,0,16,1,0,0,2,4,1,0,7,1.0,170.18,175.26,145,27,32,KO/TKO,694.0,0.47,0.61,4.69,3.84,0.64,0.93,2.02,1.1,1.1,10.23,145.0,67.0,69.0,28.0,6.0,0.38,2.0,0.13,8.0,0.5,0.48,0.53,7.16,4.76,0.59,0.83,0.25,0.31,0.34,16.08,145.0,71.0,69.0,32.0,12.0,0.48,11.0,0.44,2.0,0.08
58,robert whittaker,khamzat chimaev,Blue,False,Middleweight,1,3,0,7,0,5.36,0.58,2.8,4.31,0.46,7,0,12,0,1,0,1,2,3,0,7,1.0,187.96,190.5,185,0,2,0,4.54,0.43,0.0,0.8,0.38,9,5,64,4,0,1,10,6,0,0,17,1.0,182.88,185.42,185,33,30,SUB,214.0,0.43,0.38,4.54,3.41,0.6,0.81,0.8,0.0,0.55,13.12,185.5,72.0,73.5,34.0,11.0,0.41,11.0,0.41,5.0,0.19,0.59,0.47,5.36,3.25,0.42,1.0,4.31,2.77,0.62,6.08,185.0,74.0,75.0,29.0,6.0,0.43,2.0,0.14,6.0,0.43
59,lerone murphy,dan ige,Red,False,Featherweight,1,3,1,0,0,3.66,0.45,0.2,0.99,0.26,6,7,49,0,0,2,3,4,2,0,11,1.0,170.18,180.34,145,0,6,1,4.8,0.54,0.6,1.78,0.54,6,0,20,0,0,1,3,2,0,0,6,1.0,175.26,185.42,145,33,33,U-DEC,900.0,0.54,0.54,4.8,2.67,0.6,0.49,1.78,0.55,0.27,13.7,145.5,69.0,73.5,33.0,7.0,0.47,8.0,0.53,0.0,0.0,0.46,0.27,3.66,3.5,0.57,0.58,0.99,0.25,0.49,12.78,146.0,67.0,71.0,33.0,6.0,0.33,7.0,0.39,5.0,0.28
60,shara magomedov,armen petrosyan,Red,False,Middleweight,1,3,1,0,0,5.95,0.52,0.0,0.19,0.33,2,2,14,0,0,1,2,1,0,0,4,1.0,190.5,180.34,185,0,3,0,6.82,0.65,0.0,0.0,0.0,3,0,9,0,0,0,2,1,0,0,3,1.0,187.96,185.42,185,30,33,KO/TKO,592.0,0.62,0.38,5.87,4.13,0.43,0.73,0.0,0.0,0.45,13.47,185.0,74.0,73.0,30.0,12.0,0.8,3.0,0.2,0.0,0.0,0.53,0.33,5.95,3.36,0.53,0.32,0.19,0.0,0.19,11.3,186.0,75.0,71.0,34.0,6.0,0.67,3.0,0.33,0.0,0.0
61,ibo aslan,rafael cerqueira,Red,False,Light Heavyweight,1,3,0,0,0,1.18,0.1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,190.5,193.04,205,0,2,0,8.34,0.5,0.0,0.0,0.0,2,0,4,0,0,0,0,2,0,0,2,1.0,190.5,195.58,205,28,34,KO/TKO,51.0,0.5,0.34,8.34,4.34,0.64,1.0,0.0,0.0,2.03,4.92,221.6,75.0,77.5,28.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.15,1.18,32.94,0.22,0.58,0.0,0.0,0.0,0.85,216.1,75.0,76.0,34.0,8.0,0.73,1.0,0.09,2.0,0.18
62,geoff neal,rafael dos anjos,Red,False,Welterweight,1,3,2,0,0,3.48,0.47,0.6,1.95,0.35,5,14,111,4,0,1,11,4,5,0,21,0.0,172.72,177.8,170,2,0,0,5.05,0.51,0.1,0.56,0.5,6,4,30,0,0,1,1,5,1,0,8,0.0,180.34,190.5,170,34,40,KO/TKO,90.0,0.51,0.5,5.05,5.44,0.57,0.88,0.56,0.11,1.01,10.23,171.0,71.0,75.0,34.0,10.0,0.63,4.0,0.25,2.0,0.13,0.47,0.36,3.48,3.23,0.6,0.55,1.95,0.57,0.2,14.53,171.0,68.0,70.0,40.0,5.0,0.16,16.0,0.5,11.0,0.34
63,mateusz rebecki,myktybek orolbai,Red,False,Catch Weight,1,3,0,2,0,3.42,0.48,0.4,5.36,0.43,2,0,5,0,0,0,1,0,1,0,2,1.0,177.8,187.96,155,1,0,0,4.7,0.48,0.8,3.84,0.75,4,1,10,0,0,0,1,1,2,0,4,0.0,170.18,167.64,155,31,26,S-DEC,900.0,,,,,,,,,,,,,,,,,,,,,0.5,0.29,0.41,5.7,0.29,0.62,0.0,0.0,0.0,4.83,159.0,70.0,74.0,26.0,6.0,0.46,2.0,0.15,5.0,0.38
64,abus magomedov,brunno ferreira,Red,False,Middleweight,1,3,0,2,0,3.76,0.5,0.5,0.5,0.16,2,1,5,0,0,0,0,4,0,0,4,1.0,177.8,182.88,185,0,1,0,2.65,0.44,0.3,3.12,0.64,1,2,9,0,0,0,1,1,0,0,2,1.0,187.96,198.12,185,34,31,SUB,794.0,0.44,0.65,2.65,3.35,0.56,1.0,3.12,0.28,0.28,10.58,185.0,74.0,78.0,34.0,14.0,0.52,6.0,0.22,7.0,0.26,0.5,0.17,3.76,3.12,0.52,0.54,0.5,0.5,1.99,5.02,185.5,70.0,72.0,32.0,9.0,0.75,0.0,0.0,3.0,0.25
65,kennedy nzechukwu,chris barnett,Red,False,Heavyweight,1,3,0,1,0,4.21,0.47,0.0,0.0,0.0,1,2,9,0,0,0,0,2,0,0,2,1.0,175.26,190.5,265,2,0,0,5.34,0.47,0.2,0.58,0.45,3,5,30,0,0,1,1,5,1,0,8,0.0,195.58,210.82,205,32,38,KO/TKO,267.0,0.47,0.45,5.37,4.89,0.51,0.81,0.56,0.22,0.45,8.95,236.5,77.0,83.0,32.0,10.0,0.71,3.0,0.21,1.0,0.07,0.47,0.0,4.21,6.53,0.39,0.33,0.0,0.0,0.39,7.6,264.0,69.0,75.0,38.0,18.0,0.78,5.0,0.22,0.0,0.0
66,farid basharat,victor hugo,Red,False,Featherweight,1,3,0,2,0,3.27,0.44,1.2,0.81,0.33,2,0,5,0,0,0,1,0,1,0,2,1.0,170.18,180.34,135,0,4,0,4.36,0.55,0.5,3.97,0.44,4,0,10,0,0,0,3,0,1,0,4,1.0,172.72,180.34,135,27,31,U-DEC,900.0,0.55,0.45,4.36,2.57,0.6,0.8,3.97,0.47,0.0,12.85,137.0,68.0,71.0,27.0,1.0,0.08,6.0,0.46,6.0,0.46,0.44,0.33,3.27,2.95,0.57,0.74,0.81,1.21,0.4,12.42,145.5,67.0,71.5,32.0,7.0,0.28,8.0,0.32,10.0,0.4
67,ismail naurdiev,bruno silva,Red,False,Middleweight,1,3,3,0,0,3.85,0.47,0.0,0.78,0.23,3,5,19,0,0,0,0,4,0,0,4,1.0,182.88,187.96,185,1,0,0,3.41,0.53,0.2,1.6,0.4,1,2,12,0,0,0,2,0,0,0,2,1.0,177.8,187.96,185,28,35,U-DEC,900.0,0.54,0.4,3.41,1.52,0.67,0.73,1.6,0.2,0.0,15.0,185.0,72.0,74.0,28.0,12.0,0.5,6.0,0.25,6.0,0.25,0.49,0.25,3.54,4.08,0.52,0.6,1.92,0.19,1.15,9.78,126.0,64.0,65.0,34.0,6.0,0.43,4.0,0.29,4.0,0.29
68,rinat fakhretdinov,carlos leal,Red,False,Welterweight,1,3,0,0,0,7.13,0.43,0.0,1.0,0.25,0,0,0,0,0,0,0,0,0,0,0,1.0,180.34,187.96,170,0,4,1,4.78,0.52,0.2,3.95,0.34,3,0,13,0,0,1,2,0,1,0,4,1.0,182.88,187.96,170,33,30,U-DEC,900.0,0.53,0.34,4.78,3.58,0.54,0.92,3.95,0.2,0.59,12.65,171.0,72.0,74.0,33.0,11.0,0.48,6.0,0.26,6.0,0.26,0.44,0.25,7.13,7.27,0.51,0.89,1.0,0.0,0.0,15.0,169.5,71.0,74.0,30.0,10.0,0.83,0.0,0.0,2.0,0.17
69,anthony hernandez,michel pereira,Red,False,Middleweight,1,5,0,8,0,4.46,0.53,0.8,1.27,0.52,8,2,25,0,0,1,3,2,3,0,9,1.0,185.42,185.42,185,0,5,0,4.9,0.63,2.3,6.64,0.44,5,2,19,0,0,0,1,1,4,0,6,1.0,182.88,190.5,185,31,31,KO/TKO,1342.0,0.63,0.45,4.9,2.88,0.46,0.65,6.64,2.27,0.16,9.27,200.0,72.0,75.0,31.0,3.0,0.23,2.0,0.15,8.0,0.62,0.54,0.52,4.46,4.23,0.53,0.77,1.27,0.81,0.35,10.83,185.5,73.0,73.0,31.0,11.0,0.37,10.0,0.33,9.0,0.3
70,rob font,kyler phillips,Red,False,Bantamweight,1,3,0,3,0,5.28,0.44,0.4,2.63,0.51,4,1,21,0,0,0,4,2,1,0,7,1.0,172.72,182.88,135,2,0,0,5.44,0.45,0.3,0.84,0.34,4,7,46,0,0,0,3,6,1,0,10,1.0,172.72,180.34,135,37,29,U-DEC,900.0,0.46,0.34,5.44,3.58,0.57,0.44,0.84,0.32,0.45,12.95,145.0,68.0,71.5,37.0,9.0,0.43,8.0,0.38,4.0,0.19,0.44,0.51,5.28,3.47,0.61,0.76,2.63,0.42,0.42,12.03,135.5,68.0,72.0,29.0,5.0,0.42,5.0,0.42,2.0,0.17
71,jake hadley,cameron smotherman,Blue,False,Bantamweight,1,3,1,0,0,6.25,0.37,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1.0,175.26,175.26,135,0,1,0,3.8,0.43,1.1,0.33,0.11,2,3,17,0,0,0,1,1,2,0,4,0.0,170.18,177.8,135,28,27,U-DEC,900.0,0.43,0.11,3.8,4.16,0.61,0.55,0.33,1.14,0.16,11.48,135.5,67.0,70.0,28.0,2.0,0.18,4.0,0.36,5.0,0.45,0.37,0.31,6.25,4.56,0.61,0.5,0.0,0.0,0.0,8.0,135.5,69.0,69.0,27.0,6.0,0.5,5.0,0.42,1.0,0.08
72,darren elkins,daniel pineda,Red,False,Featherweight,1,3,2,0,0,2.85,0.49,1.5,1.42,0.24,2,7,27,0,0,0,0,1,4,0,5,1.0,170.18,175.26,145,0,1,0,3.4,0.38,1.1,2.86,0.34,6,10,72,0,0,2,9,4,3,0,18,1.0,177.8,180.34,145,40,39,U-DEC,900.0,0.38,0.35,3.4,3.22,0.52,0.56,2.86,1.08,0.09,11.93,144.5,70.0,71.0,40.0,9.0,0.31,15.0,0.52,5.0,0.17,0.5,0.24,2.85,3.26,0.46,0.55,1.42,1.54,0.24,9.43,145.5,67.0,69.0,39.0,9.0,0.32,0.0,0.0,19.0,0.68
73,brad katona,jean matsumoto,Blue,False,Bantamweight,1,3,0,2,0,5.2,0.4,0.4,1.13,0.27,2,0,5,0,0,0,1,0,1,0,2,1.0,167.64,172.72,135,0,1,0,4.84,0.52,0.0,1.88,0.34,2,3,21,1,0,0,4,0,0,0,4,1.0,167.64,162.56,135,32,25,U-DEC,900.0,0.53,0.34,4.84,4.73,0.5,0.62,1.88,0.0,0.0,15.0,135.5,66.0,64.5,33.0,1.0,0.07,10.0,0.67,4.0,0.27,0.41,0.27,5.2,5.05,0.46,0.58,1.13,0.38,0.0,13.33,157.6,66.0,68.5,25.0,3.0,0.19,7.0,0.44,6.0,0.38
74,joselyne edwards,tamires vidal,Red,False,Women's Bantamweight,0,3,2,0,0,2.91,0.53,0.7,0.0,0.0,1,2,7,0,0,0,0,1,0,0,1,1.0,167.64,172.72,135,2,0,0,4.48,0.52,0.6,1.23,0.39,3,4,24,0,0,2,2,0,0,0,4,1.0,172.72,177.8,135,29,26,SUB,873.0,0.53,0.39,4.48,3.19,0.49,0.61,1.23,0.56,0.0,14.95,139.0,68.0,70.0,29.0,6.0,0.43,5.0,0.36,3.0,0.21,0.53,0.0,2.91,4.46,0.49,0.36,0.0,0.69,0.35,10.82,135.5,66.0,68.0,26.0,1.0,0.14,4.0,0.57,2.0,0.29
75,jessica penne,elise reed,Blue,False,Women's Strawweight,0,3,1,0,0,3.5,0.53,0.0,0.49,0.6,1,4,17,0,0,1,2,0,0,0,3,1.0,160.02,160.02,115,2,0,0,2.63,0.33,0.5,1.29,0.18,2,6,30,1,0,2,0,1,3,0,6,1.0,165.1,170.18,115,41,31,U-DEC,900.0,0.33,0.19,2.63,5.05,0.45,0.36,1.29,0.49,0.0,11.67,115.5,65.0,67.0,41.0,2.0,0.14,4.0,0.29,8.0,0.57,0.53,0.6,3.5,3.15,0.53,0.57,0.49,0.0,0.16,11.5,115.0,63.0,63.0,32.0,2.0,0.25,6.0,0.75,0.0,0.0
76,melissa martinez,alice ardelean,Red,False,Women's Strawweight,0,3,1,0,0,4.97,0.45,0.0,1.0,0.4,0,1,3,0,0,0,0,0,0,0,0,1.0,160.02,157.48,115,1,0,0,3.9,0.52,0.0,0.5,0.5,0,1,3,0,0,0,0,0,0,0,0,0.0,157.48,167.64,115,27,32,U-DEC,900.0,0.52,0.5,3.9,4.33,0.56,0.25,0.5,0.0,0.0,15.0,115.5,62.0,66.0,27.0,5.0,0.63,3.0,0.38,0.0,0.0,0.45,0.4,4.97,4.97,0.53,1.0,1.0,0.0,0.0,15.0,115.0,63.0,62.0,32.0,4.0,0.44,1.0,0.11,4.0,0.44
77,austen lane,robelis despaigne,Red,False,Heavyweight,1,3,1,0,0,2.11,0.59,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,1.0,200.66,213.36,265,2,0,0,2.47,0.5,0.0,2.03,0.3,1,3,6,0,0,0,0,1,0,0,1,1.0,198.12,203.2,245,36,36,U-DEC,900.0,0.5,0.31,2.47,2.44,0.4,0.7,2.03,0.0,0.0,4.93,251.0,78.0,80.0,37.0,11.0,0.85,1.0,0.08,1.0,0.08,0.6,0.3,2.11,2.54,0.47,0.5,0.0,0.0,0.5,10.1,264.0,79.0,84.0,36.0,5.0,1.0,0.0,0.0,0.0,0.0
