index,name,strike_accuracy,takedown_accuracy,connected_strikes_per_minute,absorved_strikes_per_minute,strikes_defense,takedown_defense,takedown_avg,submission_avg,knockdown_avg,avg_fight_time,weight,height,reach,division,age,Wins,Losses,win_by_ko_tko_win,win_by_ko_tko_win_percent,win_by_dec_win,win_by_dec_win_percent,win_by_sub_win,win_by_sub_win_percent
184.0,Kiefer Crosbie,0.52,0.4,6.61,6.49,0.51,1.0,0.69,0.34,0.0,10.9,184.1,71.0,70.0,Welterweight Division,34.0,10,-5,5.0,0.5,3.0,0.3,2.0,0.2
185.0,Allen Crowder,0.51,0.33,2.95,2.95,0.57,1.0,1.85,1.23,0.0,6.1,255.0,75.0,76.0,Heavyweight Division,33.0,10,-4,5.0,0.56,1.0,0.11,3.0,0.33
186.0,Jimmy Crute,0.53,0.53,4.37,3.63,0.42,0.58,3.86,1.62,0.81,6.72,206.0,74.0,74.0,Light Heavyweight Division,28.0,12,-4,5.0,0.42,3.0,0.25,4.0,0.33
187.0,Dominick Cruz,0.33,0.43,3.91,2.61,0.71,0.84,2.82,0.05,0.05,16.85,135.0,68.0,68.0,Bantamweight Division,39.0,24,-4,7.0,0.29,16.0,0.67,1.0,0.04
189.0,Josh Culibao,0.45,0.0,3.41,3.04,0.6,0.66,0.0,0.29,0.57,13.13,146.0,70.0,73.0,Featherweight Division,30.0,11,-4,5.0,0.45,5.0,0.45,1.0,0.09
190.0,AJ Cunningham,0.29,0.0,7.66,11.9,0.49,0.33,0.0,0.0,0.0,6.85,155.5,70.0,71.0,Bantamweight Division,30.0,11,-4,4.0,0.36,3.0,0.27,4.0,0.36
192.0,Ion Cutelaba,0.43,0.52,4.29,3.34,0.47,0.75,4.04,0.0,0.22,8.08,216.0,73.0,75.0,Light Heavyweight Division,31.0,18,-10,13.0,0.72,3.0,0.17,2.0,0.11
193.0,Henrique da Silva,0.6,0.14,3.89,5.28,0.4,0.22,0.25,0.25,0.0,8.72,205.0,75.0,76.5,Light Heavyweight Division,33.0,12,-4,11.0,0.92,0.0,0.0,1.0,0.08
195.0,Ariane da Silva,0.42,0.56,4.04,3.87,0.53,0.68,0.52,0.31,0.31,11.18,125.0,66.0,67.0,Women's Flyweight Division,31.0,17,-10,6.0,0.35,7.0,0.41,4.0,0.24
197.0,Aisling Daly,0.52,0.42,2.92,1.4,0.56,0.33,2.15,0.86,0.0,11.63,116.0,62.0,64.0,Women's Strawweight Division,35.0,16,-5,5.0,0.31,3.0,0.19,8.0,0.5
201.0,Beneil Dariush,0.49,0.34,3.78,2.65,0.58,0.81,1.9,0.88,0.51,8.9,167.0,70.0,72.0,Lightweight Division,35.0,22,-6,5.0,0.23,9.0,0.41,8.0,0.36
202.0,Chris Daukaus,0.5,0.0,6.05,4.64,0.55,1.0,0.0,0.0,3.54,3.18,205.0,75.0,76.0,Light Heavyweight Division,33.0,12,-7,11.0,0.92,1.0,0.08,0.0,0.0
204.0,Hakeem Dawodu,0.51,0.0,5.45,3.37,0.57,0.65,0.0,0.0,0.11,13.48,146.0,68.0,73.5,Featherweight Division,32.0,13,-4,7.0,0.58,5.0,0.42,0.0,0.0
205.0,Grant Dawson,0.53,0.41,3.2,2.11,0.45,0.57,3.87,1.13,0.09,11.35,156.0,70.0,72.0,Lightweight Division,30.0,23,-2,5.0,0.22,5.0,0.22,13.0,0.57
207.0,Marcos Rogerio de Lima,0.58,0.46,3.7,2.9,0.52,0.59,1.4,0.51,0.89,6.2,261.0,73.0,75.0,Heavyweight Division,39.0,22,-10,15.0,0.71,3.0,0.14,3.0,0.14
209.0,Reinier de Ridder,0.57,0.47,3.28,2.69,0.39,1.0,6.89,1.97,0.98,7.63,184.5,76.0,78.0,Middleweight Division,34.0,19,-2,4.0,0.21,2.0,0.11,13.0,0.68
210.0,Carl Deaton,0.32,0.0,1.53,1.85,0.61,0.5,0.0,0.0,0.0,12.47,171.0,67.0,69.0,Lightweight Division,33.0,17,-7,3.0,0.18,5.0,0.29,9.0,0.53
213.0,Vanessa Demopoulos,0.41,0.12,3.87,5.53,0.42,0.27,0.41,0.54,0.14,12.32,116.0,62.0,59.5,Women's Strawweight Division,35.0,11,-6,1.0,0.04,23.0,0.82,4.0,0.14
214.0,Mackenzie Dern,0.4,0.18,3.31,3.9,0.52,0.25,0.89,1.19,0.15,13.45,116.0,64.0,63.0,Women's Strawweight Division,31.0,15,-5,0.0,0.0,7.0,0.47,8.0,0.53
215.0,Marc Diakiese,0.4,0.44,2.54,2.64,0.53,0.67,3.29,0.0,0.16,12.13,172.0,70.0,73.0,Lightweight Division,30.0,17,-7,6.0,0.38,9.0,0.56,1.0,0.06
216.0,Blood Diamond,0.55,0.0,3.12,2.17,0.49,0.74,0.0,0.0,0.0,11.55,169.5,71.0,76.0,Welterweight Division,34.0,3,-3,1.0,0.33,1.0,0.33,1.0,0.33
218.0,Nick Diaz,0.42,0.33,5.71,3.84,0.6,0.6,1.28,1.0,0.41,11.32,185.5,73.0,76.0,Middleweight Division,41.0,26,-11,13.0,0.5,5.0,0.19,8.0,0.31
220.0,TJ Dillashaw,0.41,0.31,5.09,3.47,0.62,0.78,1.56,0.82,0.61,12.27,135.0,66.5,67.0,Bantamweight Division,37.0,18,-5,8.0,0.44,7.0,0.39,3.0,0.17
224.0,Drew Dober,0.4,0.17,4.39,4.25,0.52,0.56,0.67,0.07,0.67,8.08,170.0,68.0,70.0,Lightweight Division,35.0,27,-14,15.0,0.56,7.0,0.26,5.0,0.19
225.0,AJ Dobson,0.46,0.75,4.29,5.31,0.46,0.65,1.67,0.28,0.28,10.78,185.0,73.0,76.0,Middleweight Division,31.0,7,-3,3.0,0.43,2.0,0.29,2.0,0.29
226.0,Roman Dolidze,0.43,0.42,3.16,3.38,0.5,0.33,1.33,1.09,0.49,11.25,185.5,74.0,76.0,Middleweight Division,36.0,14,-3,8.0,0.57,3.0,0.21,3.0,0.21
227.0,Montserrat Rendon,0.29,0.55,3.13,3.9,0.55,1.0,3.0,0.0,0.0,15.0,135.0,68.0,68.0,Women's Bantamweight Division,35.0,6,-1,0.0,0.0,6.0,1.0,0.0,0.0
228.0,Rafael Dos Anjos,0.47,0.36,3.48,3.23,0.6,0.55,1.95,0.57,0.2,14.53,171.0,68.0,70.0,Welterweight Division,40.0,32,-17,5.0,0.16,16.0,0.5,11.0,0.34
229.0,Elizeu Zaleski dos Santos,0.42,0.21,4.33,3.41,0.57,0.69,0.7,0.47,0.16,11.98,171.0,71.0,73.0,Welterweight Division,38.0,25,-8,15.0,0.6,7.0,0.28,3.0,0.12
230.0,Felipe dos Santos,0.37,0.0,3.87,3.78,0.42,0.14,0.0,0.33,0.0,15.0,124.5,67.0,70.0,Flyweight Division,23.0,8,-2,2.0,0.29,2.0,0.29,3.0,0.43
234.0,Dricus Du Plessis,0.49,0.5,6.12,4.9,0.54,0.5,2.55,0.73,0.48,13.75,185.0,73.0,76.0,Middleweight Division,31.0,23,-2,9.0,0.39,3.0,0.13,11.0,0.48
236.0,Todd Duffee,0.37,0.25,5.93,2.87,0.57,0.9,0.72,0.0,2.87,2.98,244.5,75.0,78.0,Heavyweight Division,37.0,9,-3,9.0,1.0,0.0,0.0,0.0,0.0
239.0,Norma Dumont,0.5,0.57,3.86,2.16,0.66,0.72,1.72,0.0,0.2,14.85,136.0,67.0,67.0,Women's Bantamweight Division,34.0,12,-2,0.0,0.0,10.0,0.83,2.0,0.17
240.0,Christian Leroy Duncan,0.63,0.14,4.71,3.57,0.49,0.64,0.31,0.0,0.31,9.65,201.0,74.0,79.0,Middleweight Division,29.0,10,-2,8.0,0.8,1.0,0.1,1.0,0.1
241.0,Chris Duncan,0.47,0.37,4.7,4.0,0.49,0.33,3.53,0.35,0.35,7.08,175.0,70.0,71.5,Lightweight Division,31.0,12,-2,7.0,0.58,3.0,0.25,2.0,0.17
242.0,Tom Duquesnoy,0.45,0.25,3.83,5.3,0.63,0.47,0.42,0.0,0.85,11.82,135.0,67.0,68.0,Bantamweight Division,29.0,15,-2,8.0,0.53,3.0,0.2,4.0,0.27
243.0,Albert Duraev,0.4,0.29,2.99,3.01,0.6,0.67,1.97,0.56,0.0,10.65,195.0,71.0,75.0,Middleweight Division,34.0,16,-5,3.0,0.2,3.0,0.2,9.0,0.6
244.0,Cody Durden,0.46,0.48,3.52,4.29,0.49,0.73,4.06,0.76,0.13,9.85,126.0,67.0,67.0,Flyweight Division,33.0,17,-7,6.0,0.35,5.0,0.29,6.0,0.35
245.0,Merab Dvalishvili,0.42,0.35,4.36,2.51,0.57,0.83,5.89,0.26,0.06,16.75,134.0,66.0,68.0,Bantamweight Division,34.0,19,-4,3.0,0.16,15.0,0.79,1.0,0.05
246.0,David Dvorak,0.43,0.3,3.48,3.29,0.6,0.7,0.58,0.19,0.0,12.88,125.5,65.0,68.5,Flyweight Division,31.0,20,-6,8.0,0.4,4.0,0.2,8.0,0.4
247.0,Frankie Edgar,0.4,0.31,3.77,2.82,0.66,0.66,2.29,0.31,0.09,15.9,135.6,66.0,68.0,Bantamweight Division,41.0,23,-11,6.0,0.26,13.0,0.57,4.0,0.17
248.0,Leon Edwards,0.54,0.37,2.68,2.37,0.54,0.66,1.25,0.38,0.24,17.37,170.0,72.0,74.0,Welterweight Division,33.0,22,-4,7.0,0.32,12.0,0.55,3.0,0.14
249.0,Yves Edwards,0.43,0.54,2.91,2.34,0.67,0.69,0.76,0.66,0.49,9.82,154.6,69.0,73.0,Lightweight Division,46.0,42,-22,0.0,0.0,0.0,0.0,0.0,0.0
250.0,Joselyne Edwards,0.53,0.39,4.48,3.19,0.49,0.61,1.23,0.56,0.0,14.95,139.0,68.0,70.0,Women's Bantamweight Division,29.0,14,-6,6.0,0.43,5.0,0.36,3.0,0.21
251.0,Evan Elder,0.49,0.2,5.02,4.79,0.58,0.33,0.63,0.63,0.63,11.85,170.0,70.0,72.0,Lightweight Division,27.0,9,-2,4.0,0.44,3.0,0.33,2.0,0.22
254.0,Darren Elkins,0.38,0.35,3.4,3.22,0.52,0.56,2.86,1.08,0.09,11.93,144.5,70.0,71.0,Featherweight Division,40.0,29,-11,9.0,0.31,15.0,0.52,5.0,0.17
255.0,Jake Ellenberger,0.39,0.48,2.47,2.83,0.61,0.86,2.04,0.36,0.98,8.05,170.0,69.0,71.5,Welterweight Division,38.0,31,-15,0.0,0.0,0.0,0.0,0.0,0.0
256.0,Tim Elliott,0.45,0.47,3.39,2.66,0.57,0.59,3.73,1.04,0.12,12.25,136.0,67.0,66.0,Bantamweight Division,38.0,21,-13,3.0,0.14,11.0,0.52,7.0,0.33
257.0,Oban Elliott,0.49,0.5,4.26,2.25,0.63,0.73,2.16,0.0,0.27,13.92,170.0,72.0,72.0,Welterweight Division,27.0,12,-2,3.0,0.25,6.0,0.5,3.0,0.25
258.0,Anna Elmose,0.5,0.0,3.68,4.64,0.57,0.33,0.0,0.0,0.8,9.38,116.0,63.0,65.0,Women's Strawweight Division,39.0,3,-2,3.0,1.0,0.0,0.0,0.0,0.0
261.0,Jamall Emmers,0.48,0.41,5.3,4.05,0.57,0.91,1.83,0.2,0.41,9.2,155.6,70.0,74.0,Featherweight Division,34.0,20,-8,8.0,0.4,9.0,0.45,3.0,0.15
262.0,Josh Emmett,0.36,0.38,4.04,4.61,0.61,0.47,0.91,0.08,0.99,12.93,146.0,66.5,70.0,Featherweight Division,39.0,19,-4,7.0,0.37,10.0,0.53,2.0,0.11
264.0,Steve Erceg,0.49,0.26,4.37,4.22,0.53,0.61,1.16,0.47,0.23,12.9,125.5,68.0,68.0,Flyweight Division,29.0,12,-3,1.0,0.09,4.0,0.36,6.0,0.55
265.0,Julian Erosa,0.48,0.48,6.18,6.31,0.48,0.59,1.69,0.84,0.24,7.77,145.0,73.0,74.5,Featherweight Division,34.0,30,-12,11.0,0.37,5.0,0.17,14.0,0.47
266.0,Ivan Erslan,0.57,0.5,2.6,3.0,0.63,0.75,1.0,0.0,0.0,15.0,214.0,74.0,72.5,Light Heavyweight Division,32.0,14,-4,10.0,0.71,3.0,0.21,1.0,0.07
267.0,Juan Espino,0.71,0.79,2.38,1.95,0.4,0.5,8.93,2.43,0.0,6.17,257.0,75.0,80.0,Heavyweight Division,42.0,11,-2,1.0,0.09,2.0,0.18,8.0,0.73
268.0,Rafael Estevam,0.58,0.36,2.06,2.94,0.46,0.6,6.41,0.4,0.0,12.47,126.0,68.0,69.0,Flyweight Division,28.0,13,0,4.0,0.31,6.0,0.46,3.0,0.23
269.0,Rashad Evans,0.38,0.45,2.14,2.42,0.63,0.74,2.98,0.0,0.19,12.2,205.0,72.0,75.0,Light Heavyweight Division,43.0,24,-8,0.0,0.0,0.0,0.0,0.0,0.0
270.0,Movsar Evloev,0.48,0.48,3.99,2.66,0.61,0.61,4.67,0.22,0.0,15.0,145.5,67.0,72.5,Featherweight Division,31.0,19,0,3.0,0.16,12.0,0.63,4.0,0.21
271.0,Jessica Eye,0.37,0.41,3.86,4.19,0.56,0.57,0.58,0.45,0.0,14.5,126.0,66.0,66.0,Women's Flyweight Division,36.0,15,-11,3.0,0.2,11.0,0.73,1.0,0.07
272.0,Zarah Fairn,0.31,0.0,4.55,7.4,0.46,0.6,0.0,0.0,0.0,9.4,146.0,68.0,72.0,Women's Bantamweight Division,39.0,6,-5,4.0,0.67,2.0,0.33,0.0,0.0
273.0,Rinat Fakhretdinov,0.53,0.34,4.78,3.58,0.54,0.92,3.95,0.2,0.59,12.65,171.0,72.0,74.0,Welterweight Division,33.0,23,-1,11.0,0.48,6.0,0.26,6.0,0.26
274.0,Pedro Falcao,0.48,0.22,2.9,2.63,0.48,0.83,2.07,0.0,0.0,14.47,136.0,66.0,66.0,Bantamweight Division,31.0,16,-4,6.0,0.38,5.0,0.31,5.0,0.31
276.0,Paul Felder,0.45,0.29,3.7,3.44,0.49,0.65,0.29,0.22,0.22,13.75,155.8,71.0,70.5,Lightweight Division,39.0,17,-6,10.0,0.59,6.0,0.35,1.0,0.06
278.0,Gabriella Fernandes,0.47,0.18,3.46,5.5,0.5,0.61,0.56,0.28,0.28,13.45,126.0,66.0,66.0,Women's Flyweight Division,31.0,10,-3,3.0,0.3,4.0,0.4,3.0,0.3
280.0,Diego Ferreira,0.41,0.3,4.82,3.46,0.56,0.58,0.86,0.58,0.29,9.77,156.0,69.0,74.0,Lightweight Division,40.0,19,-6,5.0,0.26,7.0,0.37,7.0,0.37
281.0,Brunno Ferreira,0.5,0.17,3.76,3.12,0.52,0.54,0.5,0.5,1.99,5.02,185.5,70.0,72.0,Middleweight Division,32.0,12,-2,9.0,0.75,0.0,0.0,3.0,0.25
282.0,Andre Fialho,0.42,1.0,3.3,6.26,0.46,0.67,0.25,0.0,0.49,8.73,169.5,72.0,74.0,Welterweight Division,29.0,16,-8,13.0,0.81,2.0,0.13,1.0,0.06
283.0,Deiveson Figueiredo,0.54,0.35,2.91,3.55,0.5,0.6,1.62,1.43,0.78,12.83,135.0,65.0,68.0,Bantamweight Division,37.0,24,-4,9.0,0.38,6.0,0.25,9.0,0.38
284.0,Jafel Filho,0.41,0.33,2.36,2.0,0.47,0.56,1.77,2.65,0.44,8.48,125.0,67.0,68.5,Flyweight Division,31.0,16,-3,5.0,0.31,1.0,0.06,10.0,0.63
285.0,Andre Fili,0.38,0.44,3.88,4.11,0.51,0.7,2.15,0.25,0.37,10.62,157.0,71.0,74.0,Featherweight Division,34.0,24,-11,10.0,0.42,11.0,0.46,3.0,0.13
287.0,Manon Fiorot,0.53,0.39,4.48,3.19,0.49,0.61,1.23,0.56,0.0,14.95,124.5,67.0,65.0,Women's Flyweight Division,35.0,12,-1,6.0,0.43,5.0,0.36,3.0,0.21
288.0,Rafael Fiziev,0.52,0.4,4.9,4.97,0.49,0.89,0.29,0.0,0.29,11.68,156.0,68.0,71.5,Lightweight Division,31.0,12,-3,8.0,0.67,3.0,0.25,1.0,0.08
290.0,AJ Fletcher,0.5,0.36,3.36,4.61,0.47,0.33,1.54,0.93,0.31,9.72,183.0,70.0,67.0,Welterweight Division,26.0,10,-3,4.0,0.44,1.0,0.11,4.0,0.44
292.0,Kenny Florian,0.4,0.33,2.41,1.85,0.64,0.6,2.22,1.27,0.08,10.53,145.0,70.0,74.0,Featherweight Division,47.0,16,-6,0.0,0.0,0.0,0.0,0.0,0.0
293.0,Darrius Flowers,0.5,0.29,3.07,5.49,0.44,0.64,0.98,0.0,0.0,7.65,170.0,69.0,71.0,Welterweight Division,29.0,12,-8,9.0,0.75,3.0,0.25,0.0,0.0
294.0,Rob Font,0.46,0.34,5.44,3.58,0.57,0.44,0.84,0.32,0.45,12.95,145.0,68.0,71.5,Bantamweight Division,37.0,21,-8,9.0,0.43,8.0,0.38,4.0,0.19
295.0,Kai Kara-France,0.4,0.33,4.56,3.22,0.65,0.88,0.61,0.0,0.81,12.32,125.0,64.0,69.0,Flyweight Division,31.0,25,-11,12.0,0.48,10.0,0.4,3.0,0.12
297.0,Matt Frevola,0.41,0.39,3.37,3.69,0.57,0.36,2.39,0.96,1.12,7.83,169.2,69.0,71.0,Lightweight Division,34.0,11,-5,4.0,0.36,4.0,0.36,3.0,0.27
300.0,Claudia Gadelha,0.42,0.43,3.31,4.57,0.57,0.59,3.03,0.67,0.08,14.83,115.5,64.0,63.5,Women's Strawweight Division,34.0,18,-5,2.0,0.12,8.0,0.47,7.0,0.41
301.0,Justin Gaethje,0.59,0.25,6.78,7.46,0.52,0.75,0.11,0.0,0.63,10.93,156.0,71.0,70.0,Lightweight Division,36.0,26,-5,20.0,0.8,4.0,0.16,1.0,0.04
302.0,Muin Gafurov,0.46,0.26,2.89,2.21,0.53,0.7,1.47,0.0,0.25,12.25,136.0,67.0,68.0,Bantamweight Division,28.0,20,-6,10.0,0.5,3.0,0.15,7.0,0.35
303.0,Mickey Gall,0.5,0.32,3.5,4.72,0.5,0.38,1.15,1.58,0.29,8.05,170.8,74.0,74.0,Welterweight Division,33.0,7,-7,0.0,0.0,1.0,0.14,6.0,0.86
304.0,Manny Gamburyan,0.42,0.34,2.13,2.83,0.56,0.69,3.26,0.73,0.16,9.68,136.0,65.0,67.0,Bantamweight Division,42.0,18,-11,0.0,0.0,0.0,0.0,0.0,0.0
305.0,Mateusz Gamrot,0.51,0.35,3.23,3.22,0.59,0.91,5.25,0.12,0.12,12.3,156.0,70.0,70.5,Lightweight Division,34.0,24,-3,8.0,0.33,11.0,0.46,5.0,0.21
306.0,Ciryl Gane,0.61,0.25,5.26,2.23,0.62,0.44,0.7,0.61,0.26,14.25,245.5,76.0,81.0,Heavyweight Division,34.0,13,-2,6.0,0.46,4.0,0.31,3.0,0.23
308.0,Cody Garbrandt,0.41,0.34,2.98,3.76,0.6,0.8,1.03,0.0,1.13,9.7,135.0,68.0,65.5,Bantamweight Division,33.0,14,-6,11.0,0.79,3.0,0.21,0.0,0.0
309.0,Fernie Garcia,0.34,0.5,2.04,3.79,0.49,0.5,0.28,0.55,0.28,10.87,151.0,67.0,67.0,Bantamweight Division,31.0,10,-5,3.0,0.3,6.0,0.6,1.0,0.1
310.0,Rafa Garcia,0.43,0.44,3.97,4.36,0.61,0.75,3.38,0.28,0.0,13.32,154.5,67.0,70.0,Lightweight Division,30.0,16,-4,1.0,0.06,6.0,0.38,9.0,0.56
311.0,Steve Garcia,0.57,0.4,5.04,2.34,0.46,0.89,1.17,0.58,2.63,5.13,145.5,72.0,75.0,Featherweight Division,32.0,17,-5,14.0,0.82,3.0,0.18,0.0,0.0
313.0,Shamil Gaziev,0.48,0.3,2.57,3.87,0.45,0.83,0.96,0.32,0.64,9.35,260.0,76.0,78.5,Heavyweight Division,35.0,14,-1,9.0,0.64,2.0,0.14,3.0,0.21
314.0,Cody Gibson,0.44,0.41,3.47,3.36,0.57,0.68,2.18,0.67,0.34,11.2,135.5,70.0,71.0,Bantamweight Division,37.0,22,-10,7.0,0.32,9.0,0.41,6.0,0.27
315.0,Trevin Giles,0.54,0.5,3.17,2.39,0.58,0.72,1.07,0.29,0.29,10.98,170.0,72.0,74.0,Welterweight Division,32.0,16,-7,6.0,0.38,5.0,0.31,5.0,0.31
316.0,Gregor Gillespie,0.53,0.48,3.74,2.3,0.58,1.0,6.86,0.76,0.51,7.38,156.0,67.0,71.0,Lightweight Division,36.0,14,-1,8.0,0.53,2.0,0.13,5.0,0.33
319.0,Loopy Godinez,0.48,0.48,4.16,3.69,0.63,0.81,2.95,1.01,0.09,13.57,115.5,62.0,61.0,Women's Strawweight Division,31.0,12,-5,1.0,0.08,9.0,0.75,2.0,0.17
321.0,Hannah Goldy,0.47,0.12,5.19,4.67,0.51,0.55,0.66,0.22,0.0,11.37,125.0,64.0,61.0,Women's Flyweight Division,31.0,6,-4,1.0,0.17,4.0,0.67,1.0,0.17
322.0,Denise Gomes,0.5,0.25,4.55,3.11,0.51,0.67,0.72,0.9,0.36,11.87,115.0,62.0,63.0,Women's Strawweight Division,25.0,10,-3,6.0,0.6,4.0,0.4,0.0,0.0
323.0,Luis Gomez,0.34,0.5,1.57,4.03,0.55,0.33,4.48,0.0,0.0,13.38,145.5,0.0,68.0,Featherweight Division,28.0,4,-1,2.0,0.5,1.0,0.25,1.0,0.25
324.0,William Gomis,0.5,0.38,2.69,1.6,0.72,0.71,0.78,0.52,0.0,14.33,157.9,72.0,73.0,Featherweight Division,27.0,14,-2,7.0,0.5,6.0,0.43,1.0,0.07
326.0,Lyman Good,0.49,1.0,5.34,4.01,0.63,0.75,0.27,0.0,0.82,9.13,170.5,72.0,74.0,Welterweight Division,38.0,21,-6,11.0,0.52,7.0,0.33,3.0,0.14
327.0,Jared Gordon,0.56,0.32,5.75,3.97,0.57,0.63,1.78,0.0,0.09,11.27,173.5,69.0,68.0,Lightweight Division,36.0,20,-7,7.0,0.35,11.0,0.55,2.0,0.1
328.0,Tresean Gore,0.55,0.75,3.0,5.88,0.47,0.83,3.46,1.73,0.0,6.52,186.0,72.0,75.0,Middleweight Division,30.0,6,-2,2.0,0.33,1.0,0.17,3.0,0.5
329.0,Themba Gorimbo,0.61,0.65,3.15,1.09,0.57,0.82,4.81,0.57,0.57,8.83,171.0,73.0,77.0,Welterweight Division,34.0,14,-5,2.0,0.14,6.0,0.43,6.0,0.43
332.0,Bogdan Grad,0.53,0.4,5.83,7.84,0.47,1.0,3.5,0.0,0.0,8.58,145.5,68.0,70.0,Featherweight Division,29.0,15,-2,9.0,0.6,3.0,0.2,3.0,0.2
333.0,Davey Grant,0.44,0.4,5.25,3.89,0.56,0.61,1.14,0.19,0.38,12.1,136.0,68.0,69.0,Bantamweight Division,39.0,16,-7,4.0,0.27,2.0,0.13,9.0,0.6
334.0,Alexa Grasso,0.42,0.4,4.19,3.69,0.58,0.55,0.44,0.65,0.07,15.87,124.0,65.0,66.0,Women's Flyweight Division,31.0,16,-4,4.0,0.25,10.0,0.63,2.0,0.13
337.0,Max Griffin,0.49,0.41,3.75,3.66,0.58,0.7,1.37,0.27,0.55,12.92,170.0,71.0,76.0,Welterweight Division,39.0,20,-11,9.0,0.47,8.0,0.42,2.0,0.11
339.0,Garrett Gross,0.46,0.0,2.39,1.67,0.46,0.52,0.0,0.0,0.4,12.4,155.5,69.0,69.0,Lightweight Division,34.0,11,-8,0.0,0.0,0.0,0.0,0.0,0.0
340.0,Chris Gruetzemacher,0.57,0.5,6.18,4.96,0.53,0.66,0.21,0.0,0.0,9.75,156.0,68.0,68.0,Lightweight Division,37.0,15,-5,7.0,0.47,5.0,0.33,3.0,0.2
346.0,Chris Gutierrez,0.59,0.3,4.72,2.64,0.64,0.72,0.26,0.09,0.43,13.33,136.0,69.0,67.0,Bantamweight Division,33.0,21,-5,9.0,0.47,9.0,0.47,1.0,0.05
349.0,Cody Haddon,0.51,0.38,9.2,3.47,0.64,0.83,2.48,0.83,0.83,9.08,135.0,67.0,69.0,Bantamweight Division,26.0,8,-1,5.0,0.63,1.0,0.13,2.0,0.25
350.0,Damir Hadžović,0.48,0.55,3.34,3.74,0.59,0.35,0.91,0.15,0.3,9.87,155.5,69.0,70.0,Lightweight Division,38.0,14,-8,7.0,0.5,4.0,0.29,3.0,0.21
351.0,Bassil Hafez,0.38,0.24,3.71,5.68,0.42,0.5,2.21,0.0,0.0,13.55,171.0,71.0,72.0,Welterweight Division,32.0,9,-4,1.0,0.13,3.0,0.38,4.0,0.5
354.0,Uriah Hall,0.49,0.39,3.23,3.85,0.54,0.64,0.54,0.15,0.61,10.32,186.0,72.0,79.5,Middleweight Division,38.0,18,-11,14.0,0.78,3.0,0.17,1.0,0.06
361.0,Walt Harris,0.39,0.29,3.05,3.33,0.55,0.7,0.29,0.14,1.3,6.5,264.0,77.0,77.0,Heavyweight Division,40.0,13,-10,13.0,1.0,0.0,0.0,0.0,0.0
362.0,Carlston Harris,0.44,0.23,3.79,3.46,0.54,0.56,1.46,0.59,0.59,7.32,170.0,72.0,76.0,Welterweight Division,37.0,19,-7,5.0,0.26,8.0,0.42,6.0,0.32
